similarity;lie_index;lie_add;lmi_index;lmi_add
{"matched":[0,2,3],"matchScore":[1,0.40277777777777773,1],"exact":2,"score":2.4027777777777777,"order":0.7777777777777777,"size":0.25};1903;strada olimpului 29;1160;strada maica domnului 29
{"matched":[0,1,2],"matchScore":[1,0.3577777777777778,1],"exact":2,"score":2.3577777777777778,"order":1,"size":0.3333333333333333};1904;strada olimpului 32;1358;strada olari 32
{"matched":[0,3,4],"matchScore":[1,0.35185185185185186,1],"exact":2,"score":2.351851851851852,"order":0.6444444444444446,"size":0.2};1905;strada olimpului 34;1222;strada mendeleev d i 34
{"matched":[0,1,3],"matchScore":[1,0.34722222222222215,1],"exact":2,"score":2.3472222222222223,"order":0.7777777777777777,"size":0.25};1906;strada olimpului 37;1145;strada lupu dionisie 37
{"matched":[0,1,2],"matchScore":[1,0.32830687830687827,1],"exact":2,"score":2.3283068783068783,"order":1,"size":0.3333333333333333};1907;strada olimpului 39;1673;strada romulus 39
{"matched":[0,1,2],"matchScore":[1,0.3055555555555555,1],"exact":2,"score":2.3055555555555554,"order":1,"size":0.3333333333333333};1908;strada olimpului 48;524;strada coltei 48
{"matched":[0,1,2],"matchScore":[1,0.32407407407407407,1],"exact":2,"score":2.324074074074074,"order":1,"size":0.3333333333333333};1909;strada olimpului 52;1086;strada lipscani 52
{"matched":[0,1,2],"matchScore":[1,0.31851851851851853,0.9555555555555555],"exact":1,"score":2.2740740740740737,"order":1,"size":0.3333333333333333};1910;strada olimpului 58a;1477;strada plumbuita 58
{"matched":[0,1,3],"matchScore":[1,0.30185185185185187,1],"exact":2,"score":2.301851851851852,"order":0.7777777777777777,"size":0.25};1911;strada olimpului 61;1269;strada minulescu ion 61
{"matched":[0,1,2],"matchScore":[1,0.32830687830687827,1],"exact":2,"score":2.3283068783068783,"order":1,"size":0.3333333333333333};1912;strada olimpului 66;1681;strada romulus 66
{"matched":[0,1,2],"matchScore":[1,0.25925925925925924,1],"exact":2,"score":2.2592592592592595,"order":1,"size":0.3333333333333333};1913;strada olimpului 64;1509;strada polona 64
{"matched":[0,1,3],"matchScore":[1,0.34722222222222215,1],"exact":2,"score":2.3472222222222223,"order":0.7777777777777777,"size":0.25};1914;strada olimpului 68;1148;strada lupu dionisie 68
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};1915;strada olimpului 70;1359;strada olimpului 17
{"matched":[0,1,3],"matchScore":[1,0.34722222222222215,1],"exact":2,"score":2.3472222222222223,"order":0.7777777777777777,"size":0.25};1916;strada olimpului 74;1150;strada lupu dionisie 74
{"matched":[0,1,2],"matchScore":[1,0.32830687830687827,1],"exact":2,"score":2.3283068783068783,"order":1,"size":0.3333333333333333};1917;strada olimpului 72;1683;strada romulus 72
{"matched":[0,1,2],"matchScore":[1,0.32407407407407407,1],"exact":2,"score":2.324074074074074,"order":1,"size":0.3333333333333333};1918;strada olimpului 76;1092;strada lipscani 76
{"matched":[0,1,3],"matchScore":[1,0.34722222222222215,1],"exact":2,"score":2.3472222222222223,"order":0.7777777777777777,"size":0.25};1919;strada olimpului 80;1151;strada lupu dionisie 80
{"matched":[0,1,2],"matchScore":[1,0.24537037037037038,1],"exact":2,"score":2.2453703703703702,"order":1,"size":0.3333333333333333};1920;strada olimpului 82;1900;strada unitatii 82
{"matched":[0,1,4],"matchScore":[1,0.22916666666666666,1],"exact":2,"score":2.229166666666667,"order":0.6444444444444446,"size":0.2};1921;soseaua oltenitei 49;1053;soseaua kiseleff pavel dimitrievici 49
{"matched":[0,1,4],"matchScore":[1,0.22916666666666666,1],"exact":2,"score":2.229166666666667,"order":0.6444444444444446,"size":0.2};1922;soseaua oltenitei 55;1054;soseaua kiseleff pavel dimitrievici 55
{"matched":[0,1,4],"matchScore":[1,0.22916666666666666,1],"exact":2,"score":2.229166666666667,"order":0.6444444444444446,"size":0.2};1923;soseaua oltenitei 57;1055;soseaua kiseleff pavel dimitrievici 57
{"matched":[0,2,3],"matchScore":[1,0.34722222222222215,0.35],"exact":1,"score":1.697222222222222,"order":0.7777777777777777,"size":0.25};1924;soseaua oltenitei 65;303;soseaua bucuresti ploiesti 6-8
{"matched":[0,2,3],"matchScore":[1,0.34722222222222215,0.35],"exact":1,"score":1.697222222222222,"order":0.7777777777777777,"size":0.25};1925;soseaua oltenitei 69;303;soseaua bucuresti ploiesti 6-8
{"matched":[0,1,2],"matchScore":[0.3392857142857143,0.25,1],"exact":1,"score":1.5892857142857144,"order":1,"size":0.3333333333333333};1926;soseaua oltenitei 81;205;strada berzei 81
{"matched":[0,1,2],"matchScore":[1,0.1865079365079365,1],"exact":2,"score":2.1865079365079367,"order":1,"size":0.3333333333333333};1927;strada orzari 15-17;1665;strada romulus 15-17
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};1928;strada orzari 58b;1371;strada orzari 63
{"matched":[0,1,2],"matchScore":[1,0.3611111111111111,1],"exact":2,"score":2.361111111111111,"order":1,"size":0.3333333333333333};1929;strada ostasilor 12;1769;strada sfintilor 12
{"matched":[0,1,2],"matchScore":[1,0.3611111111111111,1],"exact":2,"score":2.361111111111111,"order":1,"size":0.3333333333333333};1930;strada ostasilor 6;1765;strada sfintilor 6
{"matched":[0,2,3],"matchScore":[1,0.34259259259259256,1],"exact":2,"score":2.3425925925925926,"order":0.7777777777777777,"size":0.25};1931;strada ostasilor 19;1349;strada nottara constantin 19
{"matched":[0,2,3],"matchScore":[1,0.34259259259259256,1],"exact":2,"score":2.3425925925925926,"order":0.7777777777777777,"size":0.25};1932;strada ostasilor 31;1350;strada nottara constantin 31
{"matched":[0,1,2],"matchScore":[1,0.4057142857142857,1],"exact":2,"score":2.4057142857142857,"order":1,"size":0.3333333333333333};1933;strada otetari 6;1356;strada olari 6
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.42500000000000004],"exact":3,"score":3.425,"order":0.75,"size":0.25};1934;bulevardul pache protopopescu 21;1541;bulevardul protopopescu pache 2
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.42500000000000004],"exact":3,"score":3.425,"order":0.75,"size":0.25};1935;bulevardul pache protopopescu 24;1541;bulevardul protopopescu pache 2
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.42500000000000004],"exact":3,"score":3.425,"order":0.75,"size":0.25};1936;bulevardul pache protopopescu 27;1541;bulevardul protopopescu pache 2
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.42500000000000004],"exact":3,"score":3.425,"order":0.75,"size":0.25};1937;bulevardul pache protopopescu 29;1541;bulevardul protopopescu pache 2
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.3333333333333333],"exact":3,"score":3.3333333333333335,"order":0.75,"size":0.25};1938;bulevardul pache protopopescu 30;1546;bulevardul protopopescu pache 10
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.3333333333333333],"exact":3,"score":3.3333333333333335,"order":0.75,"size":0.25};1939;bulevardul pache protopopescu 31;1547;bulevardul protopopescu pache 11
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1940;bulevardul pache protopopescu 36;1539;bulevardul protopopescu pache 1-3
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.42500000000000004],"exact":3,"score":3.425,"order":0.75,"size":0.25};1941;bulevardul pache protopopescu 42;1542;bulevardul protopopescu pache 4
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.42500000000000004],"exact":3,"score":3.425,"order":0.75,"size":0.25};1942;bulevardul pache protopopescu 43;1542;bulevardul protopopescu pache 4
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.42500000000000004],"exact":3,"score":3.425,"order":0.75,"size":0.25};1943;bulevardul pache protopopescu 46;1542;bulevardul protopopescu pache 4
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.42500000000000004],"exact":3,"score":3.425,"order":0.75,"size":0.25};1944;bulevardul pache protopopescu 47;1542;bulevardul protopopescu pache 4
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.42500000000000004],"exact":3,"score":3.425,"order":0.75,"size":0.25};1945;bulevardul pache protopopescu 48;1542;bulevardul protopopescu pache 4
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.42500000000000004],"exact":3,"score":3.425,"order":0.75,"size":0.25};1946;bulevardul pache protopopescu 71;1545;bulevardul protopopescu pache 7
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.3333333333333333],"exact":3,"score":3.3333333333333335,"order":0.75,"size":0.25};1947;bulevardul pache protopopescu 92;1551;bulevardul protopopescu pache 62
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.45555555555555555],"exact":3,"score":3.4555555555555557,"order":0.75,"size":0.25};1948;bulevardul pache protopopescu 103;1546;bulevardul protopopescu pache 10
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1949;piata pache protopopescu 13;1554;piata protopopescu pache 13
{"matched":[0,1,3],"matchScore":[1,0.36047619047619045,1],"exact":2,"score":2.3604761904761906,"order":0.7777777777777777,"size":0.25};1950;strada paleologu 2;1482;strada poenaru bordea 2
{"matched":[0,1,2],"matchScore":[1,0.35185185185185186,1],"exact":2,"score":2.351851851851852,"order":1,"size":0.3333333333333333};1951;strada paleologu 5;951;strada halmeu 5
{"matched":[0,1,2],"matchScore":[1,0.35185185185185186,1],"exact":2,"score":2.351851851851852,"order":1,"size":0.3333333333333333};1952;strada paleologu 7;952;strada halmeu 7
{"matched":[0,1,2],"matchScore":[1,1,0.3333333333333333],"exact":2,"score":2.3333333333333335,"order":1,"size":0.3333333333333333};1953;strada paleologu 22;1337;strada paleologu 12
{"matched":[0,1,2,3],"matchScore":[1,0.3814814814814815,0.353968253968254,0.925],"exact":1,"score":2.6604497354497356,"order":1,"size":0.25};1954;strada pamfil nastase 22;1420;strada parintele staniloaie 2
{"matched":[0,1,2,3],"matchScore":[1,0.3555555555555555,0.2976190476190476,0.45555555555555555],"exact":1,"score":2.108730158730159,"order":1,"size":0.25};1955;strada panait istrati 104;1416;strada patrichi gina 10
{"matched":[0,2,4],"matchScore":[1,0.32476190476190475,1],"exact":2,"score":2.324761904761905,"order":0.7333333333333334,"size":0.2};1956;soseaua panduri 10;1042;soseaua kiseleff pavel dimitrievici 10
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};1957;soseaua panduri 24;683;soseaua panduri 28
{"matched":[0,2,4],"matchScore":[1,0.39333333333333337,0.925],"exact":1,"score":2.3183333333333334,"order":0.7333333333333334,"size":0.2};1958;soseaua pantelimon 33;1038;soseaua kiseleff pavel dimitrievici 3
{"matched":[0,2,4],"matchScore":[1,0.39333333333333337,0.39999999999999997],"exact":1,"score":1.7933333333333332,"order":0.7333333333333334,"size":0.2};1959;soseaua pantelimon 144;1036;soseaua kiseleff pavel dimitrievici 1
{"matched":[0,2,4],"matchScore":[1,0.39333333333333337,0.39999999999999997],"exact":1,"score":1.7933333333333332,"order":0.7333333333333334,"size":0.2};1960;soseaua pantelimon 237;1037;soseaua kiseleff pavel dimitrievici 2
{"matched":[0,2,4],"matchScore":[1,0.39333333333333337,0.45555555555555555],"exact":1,"score":1.8488888888888888,"order":0.7333333333333334,"size":0.2};1961;soseaua pantelimon 254;1044;soseaua kiseleff pavel dimitrievici 25
{"matched":[0,2,4],"matchScore":[1,0.39333333333333337,0.45555555555555555],"exact":1,"score":1.8488888888888888,"order":0.7333333333333334,"size":0.2};1962;soseaua pantelimon 285;1047;soseaua kiseleff pavel dimitrievici 28
{"matched":[0,2,4],"matchScore":[1,0.39333333333333337,0.45555555555555555],"exact":1,"score":1.8488888888888888,"order":0.7333333333333334,"size":0.2};1963;soseaua pantelimon 286;1047;soseaua kiseleff pavel dimitrievici 28
{"matched":[0,2,4],"matchScore":[1,0.39333333333333337,0.39999999999999997],"exact":1,"score":1.7933333333333332,"order":0.7333333333333334,"size":0.2};1964;soseaua pantelimon 330;1038;soseaua kiseleff pavel dimitrievici 3
{"matched":[0,1,2],"matchScore":[1,0.2759259259259259,0.825],"exact":1,"score":2.100925925925926,"order":1,"size":0.3333333333333333};1965;soseaua pantelimon 332;562;soseaua cotroceni 32
{"matched":[0,2,4],"matchScore":[1,0.39333333333333337,0.39999999999999997],"exact":1,"score":1.7933333333333332,"order":0.7333333333333334,"size":0.2};1966;soseaua pantelimon 334;1038;soseaua kiseleff pavel dimitrievici 3
{"matched":[0,2,4],"matchScore":[1,0.39333333333333337,0.39999999999999997],"exact":1,"score":1.7933333333333332,"order":0.7333333333333334,"size":0.2};1967;soseaua pantelimon 354;1038;soseaua kiseleff pavel dimitrievici 3
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};1968;strada parfumului 39;1353;strada parfumului 35
{"matched":[0,1,2,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":1,"size":0.25};1969;strada parintele staniloaie 6;1419;strada parintele staniloaie 1a
{"matched":[0,1,2],"matchScore":[1,1,0.35714285714285715],"exact":2,"score":2.357142857142857,"order":1,"size":0.3333333333333333};1970;strada paris 9;1403;strada paris 19-19bis
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.42500000000000004],"exact":3,"score":3.425,"order":1,"size":0.25};1971;strada patrascu voda 1;1315;strada patrascu voda 12
{"matched":[0,1,2,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":1,"size":0.25};1972;strada patrascu voda 10;1428;strada patrascu voda 10
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};1973;calea victoriei 56;4;calea victoriei 56
{"matched":[0,3,2,4],"matchScore":[1,0.375,0.3541666666666667,1],"exact":2,"score":2.729166666666667,"order":0.7000000000000002,"size":0.2};1974;strada paul greceanu 7;1688;strada rosetti c a 7
{"matched":[0,3,2,4],"matchScore":[1,0.375,0.3541666666666667,1],"exact":2,"score":2.729166666666667,"order":0.7000000000000002,"size":0.2};1975;strada paul greceanu 26;1691;strada rosetti c a 26
{"matched":[0,1,3,4],"matchScore":[1,0.34722222222222215,0.4333333333333334,1],"exact":2,"score":2.7805555555555554,"order":0.8,"size":0.2};1976;strada paul ionescu 15;1589;strada radulescu heliade ion 15
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};1977;strada academiei 3-5;6;strada academiei 3-5
{"matched":[0,1,2,4],"matchScore":[1,0.28095238095238095,0.38,0.925],"exact":1,"score":2.5859523809523806,"order":0.8499999999999999,"size":0.2};1978;strada petre cretu 77;1688;strada rosetti c a 7
{"matched":[0,2,1,3],"matchScore":[1,0.3833333333333333,0.27777777777777773,1],"exact":2,"score":2.661111111111111,"order":0.75,"size":0.25};1979;strada petru cercel 9;1811;strada stelea spatarul 9
{"matched":[0,2,1,3],"matchScore":[1,0.33809523809523806,0.3125,1],"exact":2,"score":2.650595238095238,"order":0.75,"size":0.25};1980;strada petru poni 1-3;1418;strada parintele galeriu 13
{"matched":[0,1,2,3],"matchScore":[1,0.39499999999999996,0.25,1],"exact":2,"score":2.645,"order":1,"size":0.25};1981;strada petru poni 8;1427;strada patrascu voda 8
{"matched":[0,3,2,4],"matchScore":[1,0.31666666666666665,0.23611111111111108,1],"exact":2,"score":2.552777777777778,"order":0.7000000000000002,"size":0.2};1982;strada petru poni 18;1280;strada mirea george demetrescu 18
{"matched":[0,3,1,4],"matchScore":[1,0.3952380952380952,0.32916666666666666,1],"exact":2,"score":2.7244047619047618,"order":0.5999999999999999,"size":0.2};1983;strada petru rares 1;649;strada dobrescu i demetru 1
{"matched":[0,2,1,3],"matchScore":[1,0.3833333333333333,0.22777777777777777,1],"exact":2,"score":2.611111111111111,"order":0.75,"size":0.25};1984;strada petru rares 21;1819;strada stelea spatarul 21
{"matched":[0,2,1,3],"matchScore":[1,0.22380952380952382,0.3,1],"exact":2,"score":2.5238095238095237,"order":0.75,"size":0.25};1985;strada petru rares 32;1214;strada matei voievod 32
{"matched":[0,1,3],"matchScore":[1,0.35185185185185186,1],"exact":2,"score":2.351851851851852,"order":0.7777777777777777,"size":0.25};1986;strada plantelor 23;132;strada axinte uricariul 23
{"matched":[0,1,2],"matchScore":[1,1,0.3333333333333333],"exact":2,"score":2.3333333333333335,"order":1,"size":0.3333333333333333};1987;strada plantelor 60;1448;strada plantelor 40
{"matched":[0,1,2],"matchScore":[1,1,0.3333333333333333],"exact":2,"score":2.3333333333333335,"order":1,"size":0.3333333333333333};1988;strada plantelor 70;1448;strada plantelor 40
{"matched":[0,1,2],"matchScore":[1,1,0.3333333333333333],"exact":2,"score":2.3333333333333335,"order":1,"size":0.3333333333333333};1989;strada plantelor 74;1450;strada plantelor 54
{"matched":[0,1,2],"matchScore":[1,1,0.3333333333333333],"exact":2,"score":2.3333333333333335,"order":1,"size":0.3333333333333333};1990;strada plantelor 78;1449;strada plantelor 48
{"matched":[0,1,2],"matchScore":[1,1,0.3333333333333333],"exact":2,"score":2.3333333333333335,"order":1,"size":0.3333333333333333};1991;strada plantelor 80;1448;strada plantelor 40
{"matched":[0,1,2],"matchScore":[1,1,0.35999999999999993],"exact":2,"score":2.36,"order":1,"size":0.3333333333333333};1992;calea plevnei 11bis;1464;calea plevnei 131
{"matched":[0,1,2],"matchScore":[1,1,0.32499999999999996],"exact":2,"score":2.325,"order":1,"size":0.3333333333333333};1993;calea plevnei 15;1375;calea plevnei 134
{"matched":[0,1,2],"matchScore":[1,1,0.45555555555555555],"exact":2,"score":2.4555555555555557,"order":1,"size":0.3333333333333333};1994;calea plevnei 22;1470;calea plevnei 224
{"matched":[0,1,2],"matchScore":[1,1,0.9555555555555555],"exact":2,"score":2.9555555555555557,"order":1,"size":0.3333333333333333};1995;calea plevnei 26a;1452;calea plevnei 26
{"matched":[0,1,2,3,4],"matchScore":[1,1,1,1,1],"exact":5,"score":5,"order":1,"size":0.2};1996;strada baia de fier 4;137;strada baia de fier 4
{"matched":[0,1,2],"matchScore":[1,1,0.43333333333333335],"exact":2,"score":2.4333333333333336,"order":1,"size":0.3333333333333333};1997;calea plevnei 46-48;1455;calea plevnei 46
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};1998;calea plevnei 56;1456;calea plevnei 54
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};1999;calea plevnei 57;1456;calea plevnei 54
{"matched":[0,1,2,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":1,"size":0.25};2000;strada poenaru bordea 6;1482;strada poenaru bordea 2
{"matched":[0,1,2,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":1,"size":0.25};2001;strada poenaru bordea 8-10;1482;strada poenaru bordea 2
{"matched":[0,1,2,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":1,"size":0.25};2002;strada poenaru bordea 4;1482;strada poenaru bordea 2
{"matched":[0,1,2,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":1,"size":0.25};2003;strada poiana florilor 27;1483;strada poiana florilor 15
{"matched":[0,1,2,3],"matchScore":[1,0.29444444444444445,0.3685714285714286,1],"exact":2,"score":2.663015873015873,"order":1,"size":0.25};2004;strada poiana narciselor 8;1011;strada iorga nicolae 8
{"matched":[0,1,2,3],"matchScore":[1,1,0.3541666666666667,0.35],"exact":2,"score":2.7041666666666666,"order":1,"size":0.25};2005;strada poiana narciselor 10;1483;strada poiana florilor 15
{"matched":[0,1,2],"matchScore":[1,1,0.42500000000000004],"exact":2,"score":2.425,"order":1,"size":0.3333333333333333};2006;strada polona 23;1487;strada polona 2
{"matched":[0,1,2],"matchScore":[1,1,0.39999999999999997],"exact":2,"score":2.4,"order":1,"size":0.3333333333333333};2007;strada polona 23c;1487;strada polona 2
{"matched":[0,1,2],"matchScore":[1,1,0.42500000000000004],"exact":2,"score":2.425,"order":1,"size":0.3333333333333333};2008;strada polona 90;1491;strada polona 9
{"matched":[0,2,1,3],"matchScore":[1,0.2976190476190476,0.34625,1],"exact":2,"score":2.643869047619048,"order":0.75,"size":0.25};2009;strada popa marin 3;1262;strada minovici nicolae 3
{"matched":[0,1,2,3],"matchScore":[1,1,0.25555555555555554,1],"exact":3,"score":3.2555555555555555,"order":1,"size":0.25};2010;strada popa nan 2;1516;strada popa soare 2
{"matched":[0,1,2,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":1,"size":0.25};2011;strada popa nan 11;1513;strada popa nan 47bis
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.305],"exact":3,"score":3.305,"order":1,"size":0.25};2012;strada popa nan 49;1513;strada popa nan 47bis
{"matched":[0,1,2,3],"matchScore":[1,1,0.25555555555555554,1],"exact":3,"score":3.2555555555555555,"order":1,"size":0.25};2013;strada popa nan 60;1523;strada popa soare 60
{"matched":[0,1,2,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":1,"size":0.25};2014;strada popa nan 68;1513;strada popa nan 47bis
{"matched":[0,1,2,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":1,"size":0.25};2015;strada popa nan 88;1513;strada popa nan 47bis
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.24166666666666667],"exact":3,"score":3.2416666666666667,"order":1,"size":0.25};2016;strada popa nan 115b;1513;strada popa nan 47bis
{"matched":[0,1,2,3],"matchScore":[1,1,0.3,0.3333333333333333],"exact":2,"score":2.6333333333333333,"order":1,"size":0.25};2017;strada popa petre 15;1521;strada popa soare 55
{"matched":[0,1,2,3],"matchScore":[1,1,0.3,0.42500000000000004],"exact":2,"score":2.7249999999999996,"order":1,"size":0.25};2018;strada popa petre 28;1516;strada popa soare 2
{"matched":[0,1,2,3],"matchScore":[1,1,0.3,0.42500000000000004],"exact":2,"score":2.7249999999999996,"order":1,"size":0.25};2019;strada popa petre 42;1517;strada popa soare 4
{"matched":[0,1,2,3],"matchScore":[1,0.22916666666666666,0.835,1],"exact":2,"score":3.0641666666666665,"order":1,"size":0.25};2020;strada popa rusu 9;711;strada dumbrava rosie 9
{"matched":[0,1,2,3],"matchScore":[1,0.22916666666666666,0.835,1],"exact":2,"score":3.0641666666666665,"order":1,"size":0.25};2021;strada popa rusu 12;714;strada dumbrava rosie 12
{"matched":[0,1,2,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":1,"size":0.25};2022;strada popa rusu 17;1514;strada popa rusu 24
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":1,"size":0.25};2023;strada popa rusu 23;1514;strada popa rusu 24
{"matched":[0,1,2,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":1,"size":0.25};2024;strada popa soare 9;1515;strada popa soare 1bis
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.42500000000000004],"exact":3,"score":3.425,"order":1,"size":0.25};2025;strada popa soare 20;1516;strada popa soare 2
{"matched":[0,1,2,3],"matchScore":[1,1,0.315,0.2638888888888889],"exact":2,"score":2.578888888888889,"order":1,"size":0.25};2026;strada popa stefan 9-11;1515;strada popa soare 1bis
{"matched":[0,1,2,3],"matchScore":[1,0.3055555555555555,0.3194444444444444,1],"exact":2,"score":2.625,"order":1,"size":0.25};2027;strada popa tatu 1-3;1910;strada verona arthur 13
{"matched":[0,1,2,3],"matchScore":[1,1,0.24166666666666667,0.39999999999999997],"exact":2,"score":2.6416666666666666,"order":1,"size":0.25};2028;strada popa tatu 29a;1516;strada popa soare 2
{"matched":[0,1,2,3],"matchScore":[1,1,0.2638888888888889,0.25555555555555554],"exact":2,"score":2.5194444444444444,"order":1,"size":0.25};2029;strada popa tatu 37a;1513;strada popa nan 47bis
{"matched":[0,1,2,3],"matchScore":[1,1,0.24166666666666667,0.42500000000000004],"exact":2,"score":2.666666666666667,"order":1,"size":0.25};2030;strada popa tatu 42;1517;strada popa soare 4
{"matched":[0,1,2,3],"matchScore":[1,1,0.24166666666666667,0.42500000000000004],"exact":2,"score":2.666666666666667,"order":1,"size":0.25};2031;strada popa tatu 48;1517;strada popa soare 4
{"matched":[0,1,2,3],"matchScore":[1,1,0.24166666666666667,1],"exact":3,"score":3.2416666666666667,"order":1,"size":0.25};2032;strada popa tatu 52;1519;strada popa soare 52
{"matched":[0,1,2,3],"matchScore":[1,1,0.24166666666666667,0.3333333333333333],"exact":2,"score":2.575,"order":1,"size":0.25};2033;strada popa tatu 70;1523;strada popa soare 60
{"matched":[0,1,2,3],"matchScore":[1,1,0.24166666666666667,0.3333333333333333],"exact":2,"score":2.575,"order":1,"size":0.25};2034;strada popa tatu 72;1519;strada popa soare 52
{"matched":[0,1,3],"matchScore":[1,0.40089285714285716,1],"exact":2,"score":2.400892857142857,"order":0.7777777777777777,"size":0.25};2035;strada poteras 3;1424;strada patrascu voda 3
{"matched":[0,1,2],"matchScore":[1,0.37619047619047613,1],"exact":2,"score":2.376190476190476,"order":1,"size":0.3333333333333333};2036;strada poteras 13;1533;strada povernei 1-3
{"matched":[0,1,2],"matchScore":[1,0.35714285714285715,1],"exact":2,"score":2.357142857142857,"order":1,"size":0.3333333333333333};2037;strada poteras 22;1499;strada polona 22
{"matched":[0,2,3],"matchScore":[1,0.33134920634920634,0.9555555555555555],"exact":1,"score":2.2869047619047618,"order":0.7777777777777777,"size":0.25};2038;strada poteras 26a;1188;strada masaryk thomas 26
{"matched":[0,1,2],"matchScore":[1,0.32142857142857145,1],"exact":2,"score":2.321428571428571,"order":1,"size":0.3333333333333333};2039;strada poteras 36;1136;strada londra 36
{"matched":[0,1,2],"matchScore":[1,0.35428571428571426,1],"exact":2,"score":2.354285714285714,"order":1,"size":0.3333333333333333};2040;strada poteras 37;1409;strada paris 37
{"matched":[0,1,2],"matchScore":[1,0.32142857142857145,1],"exact":2,"score":2.321428571428571,"order":1,"size":0.3333333333333333};2041;strada poteras 39;1138;strada londra 39
{"matched":[0,1,2],"matchScore":[1,0.35428571428571426,1],"exact":2,"score":2.354285714285714,"order":1,"size":0.3333333333333333};2042;strada poteras 41;1411;strada paris 41
{"matched":[0,2,3],"matchScore":[1,0.2619047619047619,1],"exact":2,"score":2.261904761904762,"order":0.7777777777777777,"size":0.25};2043;strada poteras 45;785;strada filipescu nicolae 45
{"matched":[0,2,3],"matchScore":[1,0.3597222222222222,1],"exact":2,"score":2.3597222222222225,"order":0.7777777777777777,"size":0.25};2044;strada povernei 7;1748;strada sfanta vineri 7
{"matched":[0,1,2],"matchScore":[1,0.35,1],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};2045;strada povernei 10;1492;strada polona 10
{"matched":[0,1,2,3],"matchScore":[1,0.3,1,0.925],"exact":2,"score":3.2249999999999996,"order":1,"size":0.25};2046;strada precupetii vechi 44;493;strada clopotarii vechi 4
{"matched":[0,1,2,3],"matchScore":[1,0.24761904761904763,0.31000000000000005,1],"exact":2,"score":2.5576190476190477,"order":1,"size":0.25};2047;strada precupetii vechi 50;1856;strada toneanu vasile 50
{"matched":[0,1,2,3],"matchScore":[1,0.2880952380952381,1,0.3333333333333333],"exact":2,"score":2.6214285714285714,"order":1,"size":0.25};2048;strada precupetii vechi 61;406;strada cavafii vechi 11
{"matched":[0,1,2],"matchScore":[1,0.24537037037037038,1],"exact":2,"score":2.2453703703703702,"order":1,"size":0.3333333333333333};2049;aleea pricopan 4;35;aleea alexandru 4
{"matched":[0,1,2],"matchScore":[1,0.2916666666666667,1],"exact":2,"score":2.291666666666667,"order":1,"size":0.3333333333333333};2050;aleea pricopan 6;1285;aleea modrogan 6
