id_lie;cod_lmi;similarity;a_score;lie_index;lie_add;lmi_index;lmi_add;match
CS1-00043;B-II-m-B-18262;"{""matched"":[0,1,2],""matchScore"":[1,1,0.35],""exact"":2,""score"":2.35,""order"":1,""size"":0.3333333333333333}";110.35;114;strada buzesti 48;330;strada buzesti 44;no
CS1-00044;B-II-m-B-19623;"{""matched"":[0,2,3,1,4],""matchScore"":[1,1,1,1,0.35],""exact"":4,""score"":4.35,""order"":0.6800000000000002,""size"":0.2}";11110.35;115;strada c a rosetti 27;1691;strada rosetti c a 26;no
CS1-00045;B-II-m-B-19620;"{""matched"":[0,2,3,1,-1],""matchScore"":[1,1,1,1,0],""exact"":4,""score"":4,""order"":0.6000000000000001,""size"":0.2}";11110;116;strada c a rosetti 42;679;strada rosetti c a 3;no
CS1-00046;B-II-m-B-19622;"{""matched"":[0,2,3,1,4],""matchScore"":[1,1,1,1,0.3333333333333333],""exact"":4,""score"":4.333333333333333,""order"":0.6800000000000002,""size"":0.2}";11110.3333333333;117;strada c a rosetti 43;1690;strada rosetti c a 13;no
CS1-00047;B-II-m-B-19622;"{""matched"":[0,2,3,1,4],""matchScore"":[1,1,1,1,0.3055555555555555],""exact"":4,""score"":4.305555555555555,""order"":0.6800000000000002,""size"":0.2}";11110.3055555556;118;strada c a rosetti 43a;1690;strada rosetti c a 13;no
CS1-00048;B-II-m-A-21060;"{""matched"":[0,1,2,4],""matchScore"":[1,0.4119047619047619,0.22685185185185186,0.42500000000000004],""exact"":1,""score"":2.0637566137566137,""order"":0.8499999999999999,""size"":0.2}";1043.88399470899;119;strada caderea bastiliei 5;343;strada calderon jean louis 50;no
CS1-00049;B-II-m-B-18272;"{""matched"":[0,1,2,4],""matchScore"":[1,0.4119047619047619,0.22685185185185186,1],""exact"":2,""score"":2.6387566137566134,""order"":0.8499999999999999,""size"":0.2}";1044.45899470899;120;strada caderea bastiliei 16;339;strada calderon jean louis 16;no
CS1-00050;B-II-m-B-18265;"{""matched"":[0,1,2],""matchScore"":[1,1,0.42500000000000004],""exact"":2,""score"":2.425,""order"":1,""size"":0.3333333333333333}";110.425;121;strada caimatei 18;333;strada caimatei 1;no
CS1-00051;B-II-m-B-18374;"{""matched"":[0,1,2],""matchScore"":[1,1,0.35],""exact"":2,""score"":2.35,""order"":1,""size"":0.3333333333333333}";110.35;122;calea calarasilor 99;435;calea calarasilor 91;no
CS1-00052;B-II-m-B-18448;"{""matched"":[0,1,2],""matchScore"":[1,0.38571428571428573,1],""exact"":2,""score"":2.3857142857142857,""order"":1,""size"":0.3333333333333333}";104.857142857143;123;strada calusei 4;503;strada coltei 4;no
CS1-00053;B-II-m-B-18296;"{""matched"":[0,1,2],""matchScore"":[1,1,0.42500000000000004],""exact"":2,""score"":2.425,""order"":1,""size"":0.3333333333333333}";110.425;124;strada cameliei 3;365;strada cameliei 30;no
CS1-00054;B-II-m-B-18288;"{""matched"":[0,1,-1],""matchScore"":[1,1,0],""exact"":2,""score"":2,""order"":1,""size"":0.3333333333333333}";110;125;strada cameliei 4;360;strada cameliei 1;no
CS1-00055;B-II-m-B-18288;"{""matched"":[0,1,-1],""matchScore"":[1,1,0],""exact"":2,""score"":2,""order"":1,""size"":0.3333333333333333}";110;126;strada cameliei 7;360;strada cameliei 1;no
CS1-00057;B-II-m-B-18296;"{""matched"":[0,1,2],""matchScore"":[1,1,0.35],""exact"":2,""score"":2.35,""order"":1,""size"":0.3333333333333333}";110.35;127;strada cameliei 35;365;strada cameliei 30;no
CS1-00059;B-II-m-A-18309;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,0.42500000000000004],""exact"":3,""score"":3.425,""order"":1,""size"":0.25}";1110.425;128;bulevardul carol i 47;376;bulevardul carol i 4;no
CS1-00060;B-II-m-B-18322;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,0.35],""exact"":3,""score"":3.35,""order"":1,""size"":0.25}";1110.35;129;bulevardul carol i 51;388;bulevardul carol i 53;no
CS1-00061;B-II-m-B-18310;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,0.42500000000000004],""exact"":3,""score"":3.425,""order"":1,""size"":0.25}";1110.425;130;bulevardul carol i 63;377;bulevardul carol i 6;no
CS1-00062;B-II-m-B-18327;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,0.35],""exact"":3,""score"":3.35,""order"":1,""size"":0.25}";1110.35;131;bulevardul carol i 76;393;bulevardul carol i 72;no
CS1-00063;B-II-m-A-18309;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,0.3875],""exact"":3,""score"":3.3875,""order"":1,""size"":0.25}";1110.3875;132;bulevardul carol i 40-42;376;bulevardul carol i 4;no
CS1-00064;B-II-a-B-18508;"{""matched"":[0,1,-1],""matchScore"":[1,0.3416666666666667,0],""exact"":1,""score"":1.3416666666666668,""order"":1,""size"":0.3333333333333333}";103.416666666667;133;soseaua chitilei 73;562;soseaua cotroceni 32;no
CS1-00065;B-II-m-B-18445;"{""matched"":[0,1,2],""matchScore"":[1,1,0.42500000000000004],""exact"":2,""score"":2.425,""order"":1,""size"":0.3333333333333333}";110.425;134;strada coltei 14;500;strada coltei 1;no
CS1-00067;B-II-m-B-18240;"{""matched"":[0,2,1,3],""matchScore"":[1,1,0.32833333333333337,0.43333333333333335],""exact"":2,""score"":2.7616666666666667,""order"":0.75,""size"":0.25}";1103.71666666667;135;strada constantin balacescu 12;311;strada budisteanu constantin 12-14;yes
CS1-00068;B-II-m-B-19637;"{""matched"":[0,3,2,4],""matchScore"":[1,1,0.33240740740740743,1],""exact"":3,""score"":3.3324074074074073,""order"":0.7000000000000002,""size"":0.2}";1104.32407407407;136;strada constantin balacescu 28;1706;strada sandu aldea constantin 28;yes
CS1-00069;B-II-m-A-19201;"{""matched"":[0,2,1,3],""matchScore"":[1,1,0.9466666666666667,0.3875],""exact"":2,""score"":3.334166666666667,""order"":0.75,""size"":0.25}";1109.85416666667;137;strada constantin mille 14-16;1256;strada miile constantin 1;no
CS1-00070;B-II-m-B-19695;"{""matched"":[0,2,1,-1],""matchScore"":[1,0.4769230769230769,1,0],""exact"":2,""score"":2.476923076923077,""order"":0.6666666666666667,""size"":0.25}";1057.69230769231;138;strada constantintin silvestri 1;1776;strada silvestri constantin 79;no
CS1-00071;B-II-m-B-18493;"{""matched"":[0,1,2,-1],""matchScore"":[1,1,0.28095238095238095,0],""exact"":2,""score"":2.280952380952381,""order"":1,""size"":0.25}";1102.80952380952;139;strada costache negri 10;547;strada costache aristia 29;no
CS1-00072;B-II-m-B-19185;"{""matched"":[0,2,3,1,4],""matchScore"":[1,1,1,1,0.35],""exact"":4,""score"":4.35,""order"":0.6800000000000002,""size"":0.2}";11110.35;140;strada d i mendeleev 26;1243;strada mendeleev d i 29;no
CS1-00073;B-II-m-B-19186;"{""matched"":[0,2,3,1,-1],""matchScore"":[1,1,1,1,0],""exact"":4,""score"":4,""order"":0.6000000000000001,""size"":0.2}";11110;141;strada d i mendeleev 17;1222;strada mendeleev d i 34;no
CS1-00074;B-II-m-B-18539;"{""matched"":[0,1,2],""matchScore"":[1,1,0.3333333333333333],""exact"":2,""score"":2.3333333333333335,""order"":1,""size"":0.3333333333333333}";110.333333333333;142;bulevardul dacia 43;592;bulevardul dacia 83;no
CS1-00075;B-II-m-B-18525;"{""matched"":[0,1,2],""matchScore"":[1,1,0.35],""exact"":2,""score"":2.35,""order"":1,""size"":0.3333333333333333}";110.35;143;bulevardul dacia 53;578;bulevardul dacia 56;no
CS1-00076;B-II-m-B-18548;"{""matched"":[0,1,2],""matchScore"":[1,1,0.4111111111111111],""exact"":2,""score"":2.411111111111111,""order"":1,""size"":0.3333333333333333}";110.411111111111;144;bulevardul dacia 102;354;bulevardul dacia 101;no
CS1-00077;B-II-m-B-18531;"{""matched"":[0,1,2],""matchScore"":[1,1,0.3333333333333333],""exact"":2,""score"":2.3333333333333335,""order"":1,""size"":0.3333333333333333}";110.333333333333;145;bulevardul dacia 37;584;bulevardul dacia 67;no
CS1-00078;B-II-m-A-21053;"{""matched"":[0,1,-1],""matchScore"":[1,1,0],""exact"":2,""score"":2,""order"":1,""size"":0.3333333333333333}";110;146;strada dianei 2;626;strada dianei 9;no
CS1-00079;B-II-m-A-21053;"{""matched"":[0,1,-1],""matchScore"":[1,1,0],""exact"":2,""score"":2,""order"":1,""size"":0.3333333333333333}";110;147;strada dianei 5;626;strada dianei 9;no
CS1-00080;B-II-m-B-19497;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,0.3055555555555555,0],""exact"":2,""score"":2.3055555555555554,""order"":0.6666666666666667,""size"":0.25}";1103.05555555556;148;strada dimitrie bolintineanu 5;1565;strada racovita dimitrie 12;no
CS1-00081;B-II-m-B-21042;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,0.48333333333333334,0],""exact"":2,""score"":2.4833333333333334,""order"":0.6666666666666667,""size"":0.25}";1104.83333333333;149;strada dimitrie onciul 29;1363;strada onciu dimitrie 31;no
CS1-00082;B-II-m-B-19310;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,0.21825396825396826,0],""exact"":2,""score"":2.2182539682539684,""order"":0.6666666666666667,""size"":0.25}";1102.18253968254;150;strada dimitrie salmen 28;1364;strada orbescu dimitrie 12;no
CS1-00083;B-II-m-B-19106;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,1,0],""exact"":3,""score"":3,""order"":0.6666666666666667,""size"":0.25}";1110;151;strada dionisie lupu 53;1145;strada lupu dionisie 37;no
CS1-00084;B-II-m-B-19106;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,1,0],""exact"":3,""score"":3,""order"":0.6666666666666667,""size"":0.25}";1110;152;strada dionisie lupu 55;1145;strada lupu dionisie 37;no
CS1-00088;B-II-m-B-18615;"{""matched"":[0,1,2],""matchScore"":[1,1,0.3333333333333333],""exact"":2,""score"":2.3333333333333335,""order"":1,""size"":0.3333333333333333}";110.333333333333;153;calea dorobantilor 99;666;calea dorobantilor 39;no
CS1-00089;B-II-m-B-18618;"{""matched"":[0,1,-1],""matchScore"":[1,1,0],""exact"":2,""score"":2,""order"":1,""size"":0.3333333333333333}";110;154;strada drobeta 3-5;670;strada drobeta 11;no
CS1-00090;B-II-m-B-18666;"{""matched"":[0,1,-1],""matchScore"":[1,1,0],""exact"":2,""score"":2,""order"":1,""size"":0.3333333333333333}";110;155;strada eforiei 8;718;strada eforiei 2;no
CS1-00091;B-II-m-B-19736;"{""matched"":[0,1,2,3],""matchScore"":[1,0.41111111111111115,0.22916666666666666,1],""exact"":2,""score"":2.640277777777778,""order"":1,""size"":0.25}";1044.40277777778;156;strada elena cuza 10;1812;strada stelea spatarul 10;no
CS1-00092;B-II-m-B-18419;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,0.24074074074074073,0],""exact"":2,""score"":2.240740740740741,""order"":0.6666666666666667,""size"":0.25}";1102.40740740741;157;strada emanoil bacaloglu 2;1526;strada porumbaru emanoil 12;no
CS1-00093;B-II-m-B-18704;"{""matched"":[0,1,2,-1],""matchScore"":[1,1,0.22916666666666666,0],""exact"":2,""score"":2.2291666666666665,""order"":1,""size"":0.25}";1102.29166666667;158;strada episcopul chesarie 18;756;strada episcopul radu 29;no
CS1-00094;B-II-m-B-18306;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,1,0],""exact"":3,""score"":3,""order"":0.6666666666666667,""size"":0.25}";1110;159;strada eugeniu carada 3;15;strada carada eugeniu 1-3;yes
CS1-00095;B-II-m-B-19548;"{""matched"":[0,3,2,4],""matchScore"":[1,0.37142857142857144,0.3541666666666667,1],""exact"":2,""score"":2.725595238095238,""order"":0.7000000000000002,""size"":0.2}";1041.68452380952;160;strada felicia racovita 5;1615;strada robescu c f 5;no
CS1-00096;B-II-m-B-18723;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,0.32499999999999996],""exact"":3,""score"":3.325,""order"":1,""size"":0.25}";1110.325;161;bulevardul ferdinand i 87;780;bulevardul ferdinand i 89a;no
CS1-00097;B-II-a-A-20926;"{""matched"":[0,1,2],""matchScore"":[1,1,0.29999999999999993],""exact"":2,""score"":2.3,""order"":1,""size"":0.3333333333333333}";110.3;162;calea floreasca 145;790;calea floreasca 159;no
CS1-00098;B-II-m-B-18753;"{""matched"":[0,1,2],""matchScore"":[1,0.46370370370370373,0.42],""exact"":1,""score"":1.8837037037037037,""order"":1,""size"":0.3333333333333333}";105.057037037037;163;strada fluierului 17-17b;811;strada fluviului 17;no
CS1-00099;B-II-m-A-18788;"{""matched"":[0,1,2],""matchScore"":[1,1,0.42500000000000004],""exact"":2,""score"":2.425,""order"":1,""size"":0.3333333333333333}";110.425;164;strada franceza 6;844;strada franceza 62;no
CS1-00107;B-II-m-B-18770;"{""matched"":[0,1,2],""matchScore"":[1,1,0.3333333333333333],""exact"":2,""score"":2.3333333333333335,""order"":1,""size"":0.3333333333333333}";110.333333333333;165;strada franceza 52;825;strada franceza 12;no
CS1-00108;B-II-a-B-18473;"{""matched"":[0,1,-1],""matchScore"":[1,1,0],""exact"":2,""score"":2,""order"":1,""size"":0.3333333333333333}";110;166;strada gabroveni 22;527;strada gabroveni ;no
CS1-00109;B-II-a-B-18473;"{""matched"":[0,1,-1],""matchScore"":[1,1,0],""exact"":2,""score"":2,""order"":1,""size"":0.3333333333333333}";110;167;strada gabroveni 59;527;strada gabroveni ;no
CS1-00110;B-II-a-B-18473;"{""matched"":[0,1,-1],""matchScore"":[1,1,0],""exact"":2,""score"":2,""order"":1,""size"":0.3333333333333333}";110;168;strada gabroveni 12;527;strada gabroveni ;no
CS1-00111;B-II-m-A-18517;"{""matched"":[0,3,2,-1,-1],""matchScore"":[1,0.34861111111111115,1,0,0],""exact"":2,""score"":2.3486111111111114,""order"":0.6444444444444446,""size"":0.2}";10448.6111111111;169;strada garii de nord 6-8;571;strada cutitul de argint 1;no
CS1-00112;B-II-m-B-18702;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,1,0],""exact"":3,""score"":3,""order"":0.6666666666666667,""size"":0.25}";1110;170;strada george enescu 5;754;strada enescu george 38;no
CS1-00113;B-II-m-B-18702;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,1,0],""exact"":3,""score"":3,""order"":0.6666666666666667,""size"":0.25}";1110;171;strada george enescu 21;754;strada enescu george 38;no
CS1-00114;B-II-m-A-19116;"{""matched"":[0,2,1,3],""matchScore"":[1,1,1,0.2916666666666667],""exact"":3,""score"":3.2916666666666665,""order"":0.75,""size"":0.25}";1110.29166666667;172;bulevardul gheorghe magheru 22;1153;bulevardul magheru gheorghe 12-14;no
CS1-00115;B-II-m-A-19116;"{""matched"":[0,2,1,3],""matchScore"":[1,1,1,0.2916666666666667],""exact"":3,""score"":3.2916666666666665,""order"":0.75,""size"":0.25}";1110.29166666667;173;bulevardul gheorghe magheru 29;1153;bulevardul magheru gheorghe 12-14;no
CS1-00116;B-II-m-A-19116;"{""matched"":[0,2,1,3],""matchScore"":[1,1,1,0.2916666666666667],""exact"":3,""score"":3.2916666666666665,""order"":0.75,""size"":0.25}";1110.29166666667;174;bulevardul gheorghe magheru 27;1153;bulevardul magheru gheorghe 12-14;no
CS1-00118;B-II-m-B-19114;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,1,0],""exact"":3,""score"":3,""order"":0.6666666666666667,""size"":0.25}";1110;175;bulevardul gheorghe magheru 6-8;801;bulevardul magheru gheorghe 8;yes
CS1-00119;B-II-m-B-19363;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,1,0],""exact"":3,""score"":3,""order"":0.6666666666666667,""size"":0.25}";1110;176;strada gina patrichi 5;1416;strada patrichi gina 10;no
CS1-00120;B-II-m-B-19363;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,1,0],""exact"":3,""score"":3,""order"":0.6666666666666667,""size"":0.25}";1110;177;strada gina patrichi 6a;1416;strada patrichi gina 10;no
CS1-00121;B-II-m-B-18923;"{""matched"":[0,1,2],""matchScore"":[1,0.32083333333333336,0.42500000000000004],""exact"":1,""score"":1.7458333333333333,""order"":1,""size"":0.3333333333333333}";103.633333333333;178;soseaua giurgiului 38;886;soseaua iancului 3;no
CS1-00122;B-II-m-B-17951;"{""matched"":[0,2,1,3],""matchScore"":[1,1,1,0.3333333333333333],""exact"":3,""score"":3.3333333333333335,""order"":0.75,""size"":0.25}";1110.33333333333;179;strada grigore alexandrescu 70;28;strada alexandrescu grigore 10;no
CS1-00123;B-II-m-B-17950;"{""matched"":[0,2,1,3],""matchScore"":[1,1,0.30833333333333335,1],""exact"":3,""score"":3.3083333333333336,""order"":0.75,""size"":0.25}";1104.08333333333;180;strada grigore cobalcescu 6;27;strada alexandrescu grigore 6;no
CS1-00124;B-II-m-B-17951;"{""matched"":[0,2,1,3],""matchScore"":[1,1,0.30833333333333335,0.35],""exact"":2,""score"":2.6583333333333337,""order"":0.75,""size"":0.25}";1103.43333333333;181;strada grigore cobalcescu 16;28;strada alexandrescu grigore 10;no
CS1-00125;B-II-m-B-18949;"{""matched"":[0,2,1,3],""matchScore"":[1,1,0.3190476190476191,0.35],""exact"":2,""score"":2.6690476190476193,""order"":0.75,""size"":0.25}";1103.54047619048;182;strada grigore cobalcescu 27;996;strada ionescu grigore 28;no
CS1-00126;B-II-m-B-18950;"{""matched"":[0,2,1,3],""matchScore"":[1,1,0.3190476190476191,0.35],""exact"":2,""score"":2.6690476190476193,""order"":0.75,""size"":0.25}";1103.54047619048;183;strada grigore cobalcescu 30;997;strada ionescu grigore 34;no
CS1-00127;B-II-m-B-18950;"{""matched"":[0,2,1,3],""matchScore"":[1,1,0.3190476190476191,0.35],""exact"":2,""score"":2.6690476190476193,""order"":0.75,""size"":0.25}";1103.54047619048;184;strada grigore cobalcescu 38;997;strada ionescu grigore 34;no
CS1-00128;B-II-m-B-18951;"{""matched"":[0,2,1,3],""matchScore"":[1,1,0.3190476190476191,0.35],""exact"":2,""score"":2.6690476190476193,""order"":0.75,""size"":0.25}";1103.54047619048;185;strada grigore cobalcescu 41;998;strada ionescu grigore 40;no
CS1-00129;B-II-m-B-18951;"{""matched"":[0,2,1,3],""matchScore"":[1,1,0.3190476190476191,0.32499999999999996],""exact"":2,""score"":2.644047619047619,""order"":0.75,""size"":0.25}";1103.51547619048;186;strada grigore cobalcescu 43a;998;strada ionescu grigore 40;no
CS1-00130;B-II-m-B-18952;"{""matched"":[0,2,1,3],""matchScore"":[1,1,0.3190476190476191,0.35],""exact"":2,""score"":2.6690476190476193,""order"":0.75,""size"":0.25}";1103.54047619048;187;strada grigore cobalcescu 51;999;strada ionescu grigore 52;no
CS1-00133;B-II-m-B-18882;"{""matched"":[0,1,2],""matchScore"":[1,1,0.4111111111111111],""exact"":2,""score"":2.411111111111111,""order"":1,""size"":0.3333333333333333}";110.411111111111;188;calea grivitei 103;932;calea grivitei 105;no
CS1-00134;B-II-m-B-18841;"{""matched"":[0,1,2],""matchScore"":[1,1,0.39999999999999997],""exact"":2,""score"":2.4,""order"":1,""size"":0.3333333333333333}";110.4;189;calea grivitei 107-109;893;calea grivitei 11;no
CS1-00135;B-II-m-B-18885;"{""matched"":[0,1,2],""matchScore"":[1,1,0.4111111111111111],""exact"":2,""score"":2.411111111111111,""order"":1,""size"":0.3333333333333333}";110.411111111111;190;calea grivitei 125;935;calea grivitei 121;no
CS1-00137;B-II-m-B-18844;"{""matched"":[0,1,2],""matchScore"":[1,1,0.45555555555555555],""exact"":2,""score"":2.4555555555555557,""order"":1,""size"":0.3333333333333333}";110.455555555556;191;calea grivitei 238;896;calea grivitei 23;no
CS1-00138;B-II-m-B-18902;"{""matched"":[0,1,2],""matchScore"":[1,0.4111111111111111,1],""exact"":2,""score"":2.411111111111111,""order"":1,""size"":0.3333333333333333}";105.111111111111;192;strada halelor 1;950;strada halmeu 1;no
CS1-00139;B-II-m-B-19620;"{""matched"":[0,3,4],""matchScore"":[1,0.35714285714285715,1],""exact"":2,""score"":2.357142857142857,""order"":0.6444444444444446,""size"":0.2}";104.571428571429;193;strada halelor 3;679;strada rosetti c a 3;no
CS1-00141;B-II-m-B-18716;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,1,0],""exact"":3,""score"":3,""order"":0.6666666666666667,""size"":0.25}";1110;194;strada iacob felix 12;773;strada felix iacob 51;no
CS1-00142;B-II-m-B-18716;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,0.22083333333333333,0],""exact"":2,""score"":2.220833333333333,""order"":0.6666666666666667,""size"":0.25}";1102.20833333333;195;strada iacob negruzzi 32;773;strada felix iacob 51;no
CS1-00143;B-II-m-B-18910;"{""matched"":[0,2,1,3],""matchScore"":[1,0.3825,0.27777777777777773,0.35],""exact"":1,""score"":2.0102777777777776,""order"":0.75,""size"":0.25}";1041.37777777778;196;strada ilarie chendi 17;957;strada hasdeu iulia 1a;no
CS1-00144;B-II-m-B-18420;"{""matched"":[0,2,1,-1,3],""matchScore"":[1,0.9666666666666667,0.26666666666666666,0,1],""exact"":2,""score"":3.2333333333333334,""order"":0.7,""size"":0.25}";10994.3333333333;197;strada ioan budai deleanu 2;479;strada campineanu ion 2;no
CS1-00145;B-II-m-B-18739;"{""matched"":[0,2,1,3],""matchScore"":[1,0.9666666666666667,0.28035714285714286,1],""exact"":2,""score"":3.2470238095238098,""order"":0.75,""size"":0.25}";1100.47023809524;198;strada ioan filitti 6;797;strada florescu ion 6;no
CS1-00146;B-II-m-B-18227;"{""matched"":[0,2,1,3],""matchScore"":[1,1,0.27777777777777773,1],""exact"":3,""score"":3.2777777777777777,""order"":0.75,""size"":0.25}";1103.77777777778;199;strada ion andreescu 5;295;strada brezoianu ion 5;no
