similarity;a_score;lie_index;lie_add;lmi_index;lmi_add
{"matched":[0,2,4],"matchScore":[1,0.36111111111111116,1],"exact":2,"score":2.361111111111111,"order":0.7333333333333334,"size":0.2};104.61111111111111;2343;strada uioara 3;650;strada dobrescu i demetru 3
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;2344;splaiul unirii 2f;1899;splaiul unirii 173
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;2345;splaiul unirii 5;1899;splaiul unirii 173
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;2346;splaiul unirii 9;1899;splaiul unirii 173
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;2347;splaiul unirii 58;1899;splaiul unirii 173
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;2348;splaiul unirii 72;1899;splaiul unirii 173
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;2349;splaiul unirii 84;1899;splaiul unirii 173
{"matched":[0,1,2],"matchScore":[1,1,0.275],"exact":2,"score":2.275,"order":1,"size":0.3333333333333333};110.275;2350;splaiul unirii 102-104;1899;splaiul unirii 173
{"matched":[0,1,2],"matchScore":[1,1,0.29999999999999993],"exact":2,"score":2.3,"order":1,"size":0.3333333333333333};110.3;2351;splaiul unirii 112;1899;splaiul unirii 173
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;2352;splaiul unirii 209;1899;splaiul unirii 173
{"matched":[0,1,2],"matchScore":[1,1,0.3333333333333333],"exact":2,"score":2.3333333333333335,"order":1,"size":0.3333333333333333};110.33333333333333;2353;strada unitatii 52;1900;strada unitatii 82
{"matched":[0,2,1,-1],"matchScore":[1,0.4523809523809524,0.34722222222222215,0],"exact":1,"score":1.7996031746031744,"order":0.6666666666666667,"size":0.25};1048.7103174603174;2354;strada valeriu braniste 38;1418;strada parintele galeriu 13
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;2355;strada vanatori 1;1906;strada vanatori 4
{"matched":[0,2,3],"matchScore":[1,0.42388888888888887,0.35],"exact":1,"score":1.773888888888889,"order":0.7777777777777777,"size":0.25};104.58888888888889;2356;strada vaselor 23;26;strada alecsandri vasile 20
{"matched":[0,2,3],"matchScore":[1,0.42388888888888887,1],"exact":2,"score":2.423888888888889,"order":0.7777777777777777,"size":0.25};105.2388888888889;2357;strada vaselor 24;1777;strada sion vasile 2-4
{"matched":[0,2,3],"matchScore":[1,0.42388888888888887,0.35],"exact":1,"score":1.773888888888889,"order":0.7777777777777777,"size":0.25};104.58888888888889;2358;strada vaselor 28;26;strada alecsandri vasile 20
{"matched":[0,2,3],"matchScore":[1,0.30952380952380953,1],"exact":2,"score":2.3095238095238093,"order":0.7777777777777777,"size":0.25};104.0952380952381;2359;strada vaselor 30;72;strada aman theodor 30
{"matched":[0,2,1,3],"matchScore":[1,1,0.2333333333333333,1],"exact":3,"score":3.2333333333333334,"order":0.75,"size":0.25};1103.3333333333333;2360;strada vasile conta 6;18;strada alecsandri vasile 6
{"matched":[0,2,1,-1],"matchScore":[1,1,0.33809523809523806,0],"exact":2,"score":2.3380952380952382,"order":0.6666666666666667,"size":0.25};1103.3809523809523;2361;strada vasile conta 17;1853;strada toneanu vasile 9
{"matched":[0,2,1,-1],"matchScore":[1,1,0.33809523809523806,0],"exact":2,"score":2.3380952380952382,"order":0.6666666666666667,"size":0.25};1103.3809523809523;2362;strada vasile conta 19;1853;strada toneanu vasile 9
{"matched":[0,3,1,4],"matchScore":[1,1,0.4212962962962963,0.35],"exact":2,"score":2.7712962962962964,"order":0.5999999999999999,"size":0.2};1104.562962962963;2363;strada vasile cristescu 11;1822;strada stroiescu v vasile 1-3
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1110;2364;strada vasile lascar 6;1062;strada lascar vasile 32
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1110;2365;strada vasile lascar 21;1062;strada lascar vasile 32
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.3333333333333333],"exact":3,"score":3.3333333333333335,"order":0.75,"size":0.25};1110.3333333333333;2366;strada vasile lascar 24;1063;strada lascar vasile 34
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":0.75,"size":0.25};1110.35;2367;strada vasile lascar 35;1062;strada lascar vasile 32
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.2916666666666667],"exact":3,"score":3.2916666666666665,"order":0.75,"size":0.25};1110.2916666666667;2368;strada vasile lascar 48-50;1063;strada lascar vasile 34
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1110;2369;strada vasile lascar 68;1062;strada lascar vasile 32
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":0.75,"size":0.25};1110.35;2370;strada vasile lascar 71;1064;strada lascar vasile 76
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":0.75,"size":0.25};1110.35;2371;strada vasile lascar 77;1064;strada lascar vasile 76
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":0.75,"size":0.25};1110.35;2372;strada vasile lascar 79;1064;strada lascar vasile 76
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1110;2373;strada vasile lascar 80;1062;strada lascar vasile 32
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1110;2374;strada vasile lascar 81;1062;strada lascar vasile 32
{"matched":[0,2,1,3],"matchScore":[1,1,0.28928571428571426,0.3125],"exact":2,"score":2.601785714285714,"order":0.75,"size":0.25};1103.205357142857;2375;strada vasile lucaciu 31-33;1062;strada lascar vasile 32
{"matched":[0,2,1,3],"matchScore":[1,1,0.26607142857142857,0.925],"exact":2,"score":3.191071428571429,"order":0.75,"size":0.25};1103.5857142857142;2376;strada vasile lucaciu 77;19;strada alecsandri vasile 7
{"matched":[0,2,1,3],"matchScore":[1,1,0.26607142857142857,0.925],"exact":2,"score":3.191071428571429,"order":0.75,"size":0.25};1103.5857142857142;2377;strada vasile lucaciu 88;20;strada alecsandri vasile 8
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":0.75,"size":0.25};1110.35;2378;strada vasile parvan 14;1430;strada parvan vasile 12
{"matched":[0,1,-1,3],"matchScore":[1,0.32142857142857145,0,1],"exact":2,"score":2.321428571428571,"order":1,"size":0.25};1033.142857142857;2379;intrarea vasile paun 2;605;intrarea dascalu nicolae 2
{"matched":[0,2,1,3],"matchScore":[1,1,0.19583333333333333,1],"exact":3,"score":3.1958333333333333,"order":0.75,"size":0.25};1102.9583333333333;2380;strada vasile stroescu 8;20;strada alecsandri vasile 8
{"matched":[0,2,1,3],"matchScore":[1,1,0.19583333333333333,1],"exact":3,"score":3.1958333333333333,"order":0.75,"size":0.25};1102.9583333333333;2381;strada vasile stroescu 18;25;strada alecsandri vasile 18
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1110;2382;strada vasile toneanu 17;1853;strada toneanu vasile 9
{"matched":[0,1,2],"matchScore":[1,0.375,0.42500000000000004],"exact":1,"score":1.8,"order":1,"size":0.3333333333333333};104.175;2383;aleea vergului 1;490;aleea circului 15
{"matched":[0,1,-1],"matchScore":[1,0.375,0],"exact":1,"score":1.375,"order":1,"size":0.3333333333333333};103.75;2384;aleea vergului 3;490;aleea circului 15
{"matched":[0,1,2],"matchScore":[1,0.24537037037037038,1],"exact":2,"score":2.2453703703703702,"order":1,"size":0.3333333333333333};103.45370370370371;2385;aleea vergului 4;35;aleea alexandru 4
{"matched":[0,1,3],"matchScore":[1,0.2638888888888889,1],"exact":2,"score":2.263888888888889,"order":0.7777777777777777,"size":0.25};103.63888888888889;2386;aleea vergului 5;483;aleea campul mosilor 5
{"matched":[0,2,3],"matchScore":[1,0.2746212121212121,1],"exact":2,"score":2.274621212121212,"order":0.7777777777777777,"size":0.25};103.74621212121212;2387;aleea vergului 7;613;aleea dealul mitropoliei 7
{"matched":[0,2,4],"matchScore":[1,0.32916666666666666,0.925],"exact":1,"score":2.2541666666666664,"order":0.7333333333333334,"size":0.2};104.21666666666667;2388;soseaua vergului 11;1036;soseaua kiseleff pavel dimitrievici 1
{"matched":[0,1,-1],"matchScore":[1,0.375,0],"exact":1,"score":1.375,"order":1,"size":0.3333333333333333};103.75;2389;soseaua vergului 13;1343;soseaua nordului f.n.
{"matched":[0,1,-1,-1],"matchScore":[1,0.475,0,0],"exact":1,"score":1.475,"order":1,"size":0.25};1047.5;2390;strada veronica micle 25;1909;strada verona arthur 3
{"matched":[0,1,2],"matchScore":[1,0.32222222222222224,1],"exact":2,"score":2.322222222222222,"order":1,"size":0.3333333333333333};104.22222222222223;2391;strada verzisori 35;1408;strada paris 35
{"matched":[0,1,2],"matchScore":[1,0.35185185185185186,1],"exact":2,"score":2.351851851851852,"order":1,"size":0.3333333333333333};104.51851851851852;2392;strada verzisori 46;203;strada berzei 46
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;2393;strada vespasian 54;1912;strada vespasian 18
{"matched":[0,2,1,3],"matchScore":[1,1,0.22380952380952382,0.42500000000000004],"exact":2,"score":2.6488095238095237,"order":0.75,"size":0.25};1102.6630952380951;2394;strada victor babes 12;603;strada daimaca victor 1
{"matched":[0,1,2],"matchScore":[1,1,0.46249999999999997],"exact":2,"score":2.4625,"order":1,"size":0.3333333333333333};110.4625;2395;calea victoriei 16-20;1937;calea victoriei 120
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2396;strada blanari 3;231;strada blanari 3
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};110.35;2397;calea victoriei 54;4;calea victoriei 56
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2398;strada cameliei 30;365;strada cameliei 30
{"matched":[0,1,2],"matchScore":[1,1,0.9555555555555555],"exact":2,"score":2.9555555555555557,"order":1,"size":0.3333333333333333};110.95555555555555;2399;calea victoriei 122;1919;calea victoriei 12
{"matched":[0,1,2],"matchScore":[1,1,0.45555555555555555],"exact":2,"score":2.4555555555555557,"order":1,"size":0.3333333333333333};110.45555555555555;2400;calea victoriei 134;1921;calea victoriei 13
{"matched":[0,1,2],"matchScore":[1,1,0.45555555555555555],"exact":2,"score":2.4555555555555557,"order":1,"size":0.3333333333333333};110.45555555555555;2401;calea victoriei 135;1921;calea victoriei 13
{"matched":[0,1,2],"matchScore":[1,1,0.4111111111111111],"exact":2,"score":2.411111111111111,"order":1,"size":0.3333333333333333};110.41111111111111;2402;calea victoriei 190;1805;calea victoriei 192
{"matched":[0,3,4],"matchScore":[1,0.34848484848484845,1],"exact":2,"score":2.3484848484848486,"order":0.6444444444444446,"size":0.2};104.48484848484848;2403;strada viesparilor 29;1243;strada mendeleev d i 29
{"matched":[0,3,4],"matchScore":[1,0.2916666666666667,0.42500000000000004],"exact":1,"score":1.7166666666666668,"order":0.6444444444444446,"size":0.2};103.34166666666667;2404;soseaua viilor 94;1041;soseaua kiseleff pavel dimitrievici 9
{"matched":[0,3,4],"matchScore":[1,0.2916666666666667,0.42500000000000004],"exact":1,"score":1.7166666666666668,"order":0.6444444444444446,"size":0.2};103.34166666666667;2405;soseaua viilor 96;1041;soseaua kiseleff pavel dimitrievici 9
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;2406;strada viitorului 10-12;1951;strada viitorului 94
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;2407;strada viitorului 26a;1951;strada viitorului 94
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;2408;strada viitorului 33;1951;strada viitorului 94
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;2409;strada viitorului 70;1951;strada viitorului 94
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;2410;strada viitorului 117-119;1951;strada viitorului 94
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;2411;strada viitorului 157-159;1951;strada viitorului 94
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};110.35;2412;strada visarion 13;1953;strada visarion 14
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};110.35;2413;strada visarion 19;1953;strada visarion 14
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;2414;strada visarion 25;1952;strada visarion 4-6
{"matched":[0,1,-1],"matchScore":[1,0.4260521885521885,0],"exact":1,"score":1.4260521885521884,"order":1,"size":0.3333333333333333};104.26052188552188;2415;strada visinilor 2a;1954;strada vistierilor 5
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;2416;strada vistierilor 1;1954;strada vistierilor 5
{"matched":[0,1,3],"matchScore":[1,0.35185185185185186,1],"exact":2,"score":2.351851851851852,"order":0.7777777777777777,"size":0.25};104.51851851851852;2417;strada vitejescu 9;856;strada georgescu mihail 9
{"matched":[0,1,3],"matchScore":[1,0.4125,1],"exact":2,"score":2.4125,"order":0.7777777777777777,"size":0.25};105.125;2418;strada vitejescu 16;1973;strada voinescu ion 16
{"matched":[0,2,1,3],"matchScore":[1,0.21726190476190477,0.2619047619047619,1],"exact":2,"score":2.4791666666666665,"order":0.75,"size":0.25};1025.345238095238;2419;intrarea vladimir streinu 2;605;intrarea dascalu nicolae 2
{"matched":[0,2,1,-1],"matchScore":[1,0.33125,0.30952380952380953,0],"exact":1,"score":1.6407738095238096,"order":0.6666666666666667,"size":0.25};1036.220238095238;2420;intrarea vladimir streinu 12;719;intrarea eftimiu victor 9
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;2421;strada vulturilor 4;2013;strada vulturilor 3
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;2422;strada vulturilor 51;2013;strada vulturilor 3
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;2423;strada vulturilor 55;2013;strada vulturilor 3
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;2424;strada washington 5;2014;strada washington 9
{"matched":[0,1,2],"matchScore":[1,0.27777777777777773,1],"exact":2,"score":2.2777777777777777,"order":1,"size":0.3333333333333333};103.77777777777777;2425;strada witing 26;516;strada coltei 26
{"matched":[0,1,2],"matchScore":[1,0.27777777777777773,1],"exact":2,"score":2.2777777777777777,"order":1,"size":0.3333333333333333};103.77777777777777;2426;strada witing 42;521;strada coltei 42
{"matched":[0,2,-1,3],"matchScore":[1,0.429047619047619,0,1],"exact":2,"score":2.429047619047619,"order":0.7777777777777777,"size":0.25};1043.904761904762;2427;strada zambila ionita 1;1323;strada muzeul zambaccian 1
{"matched":[0,2,-1,-1],"matchScore":[1,0.429047619047619,0,0],"exact":1,"score":1.4290476190476191,"order":0.75,"size":0.25};1042.904761904762;2428;strada zambila ionita 3;1323;strada muzeul zambaccian 1
{"matched":[0,1,2],"matchScore":[1,0.35000000000000003,1],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};104.5;2429;strada zarii 11;172;strada baniei 11
{"matched":[0,1,2,-1],"matchScore":[1,0.3194444444444444,0.3055555555555555,0],"exact":1,"score":1.625,"order":1,"size":0.25};1035;2430;strada zece mese 6a;754;strada enescu george 38
{"matched":[0,2,4],"matchScore":[1,0.35185185185185186,1],"exact":2,"score":2.351851851851852,"order":0.7333333333333334,"size":0.2};104.51851851851852;2431;strada zefirului 3;650;strada dobrescu i demetru 3
{"matched":[0,3,4],"matchScore":[1,0.35185185185185186,1],"exact":2,"score":2.351851851851852,"order":0.6444444444444446,"size":0.2};104.51851851851852;2432;strada zefirului 11;1621;strada robescu c f 11
{"matched":[0,1,2],"matchScore":[1,0.35473785473785474,1],"exact":2,"score":2.354737854737855,"order":1,"size":0.3333333333333333};104.54737854737854;2433;strada zefirului 19;93;strada atelierului 19
{"matched":[0,1,2,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":1,"size":0.25};1111;2434;bulevardul carol i 27;382;bulevardul carol i 27
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2435;strada coltei 52;526;strada coltei 52
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2436;strada doamnei 3;636;strada doamnei 3
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2437;strada doamnei 5;637;strada doamnei 5
{"matched":[0,1,2,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":1,"size":0.25};1111;2438;strada domnita anastasia 5;656;strada domnita anastasia 5
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2439;strada franceza 8;823;strada franceza 8
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2440;strada franceza 9;281;strada franceza 9
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2441;strada franceza 14;827;strada franceza 14
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2442;strada franceza 20;831;strada franceza 20
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2443;strada franceza 30;833;strada franceza 30
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2444;strada franceza 32;834;strada franceza 32
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2445;strada franceza 36;839;strada franceza 36
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2446;bulevardul gheorghe magheru 12-14;1153;bulevardul magheru gheorghe 12-14
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2447;calea grivitei 33;900;calea grivitei 33
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2448;calea grivitei 39;904;calea grivitei 39
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2449;calea grivitei 127;938;calea grivitei 127
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2450;bulevardul hristo botev 14;190;bulevardul botev hristo 14
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2451;strada ion florescu 21;805;strada florescu ion 21
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2452;strada ivo andric 4;79;strada andric ivo 4
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2453;strada lipscani 45;1083;strada lipscani 45
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2454;strada lipscani 47;1084;strada lipscani 47
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2455;strada lipscani 26;1074;strada lipscani 26
{"matched":[0,1,2,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":1,"size":0.25};1111;2456;strada mihai voda 13;1251;strada mihai voda 13
{"matched":[0,1,2,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":1,"size":0.25};1111;2457;strada mihai voda 15;1252;strada mihai voda 15
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2458;strada mircea vulcanescu 12;1985;strada vulcanescu mircea 12
{"matched":[0,1,2,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":1,"size":0.25};1111;2459;strada parintele staniloaie 2;1420;strada parintele staniloaie 2
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2460;strada paris 7;1400;strada paris 7
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2461;strada radu calomfirescu 7;349;strada calomfirescu radu 7
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2462;strada radu calomfirescu 10;351;strada calomfirescu radu 10
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2463;strada radu calomfirescu 12;355;strada calomfirescu radu 12
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2464;strada radu cristian 2;566;strada cristian radu 2
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2465;strada radu cristian 3;567;strada cristian radu 3
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2466;piata romana 1;1645;piata romana 1
{"matched":[0,1,2,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":1,"size":0.25};1111;2467;bulevardul schitu magureanu 19;1726;bulevardul schitu magureanu 19
{"matched":[0,1,2,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":1,"size":0.25};1111;2468;strada sfanta vineri 5;1747;strada sfanta vineri 5
{"matched":[0,1,2,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":1,"size":0.25};1111;2469;strada sfanta vineri 7;1748;strada sfanta vineri 7
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2470;strada sfintilor 13;1770;strada sfintilor 13
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2471;intrarea victor eftimiu 9;719;intrarea eftimiu victor 9
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2472;calea calarasilor 124;449;calea calarasilor 124
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2473;calea dorobantilor 36-40;665;calea dorobantilor 36-40
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2474;calea dorobantilor 49;667;calea dorobantilor 49
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2475;calea dudesti 111;678;calea dudesti 111
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2476;calea grivitei 13;894;calea grivitei 13
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2477;calea grivitei 77;925;calea grivitei 77
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2478;bulevardul hristo botev 3;249;bulevardul botev hristo 3
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2479;bulevardul hristo botev 8;253;bulevardul botev hristo 8
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2480;strada lizeanu 20;1107;strada lizeanu 20
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2481;strada londra 19;1130;strada londra 19
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2482;calea mosilor 27;1291;calea mosilor 27
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2483;bulevardul pache protopopescu 18;1549;bulevardul protopopescu pache 18
{"matched":[0,1,2,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":1,"size":0.25};1111;2484;strada sfintii apostoli 1;1759;strada sfintii apostoli 1
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2485;strada soarelui 3-5;1792;strada soarelui 3-5
{"matched":[0,1,2],"matchScore":[1,0.3,1],"exact":2,"score":2.3,"order":1,"size":0.3333333333333333};104;2486;intrarea spatarului 3;1342;intrarea noptii 3
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2487;strada spiru haret 8;956;strada haret spiru 8
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2488;strada vasile alecsandri 5;17;strada alecsandri vasile 5
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2489;strada blanari 9;235;strada blanari 9
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2490;aleea circului 15;490;aleea circului 15
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2491;strada ion ghica 4;863;strada ghica ion 4
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2492;strada olari 32;1358;strada olari 32
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2493;strada sevastopol 8;1731;strada sevastopol 8
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2494;calea dudesti 141;694;calea dudesti 141
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2495;strada stavropoleos 5;1804;strada stavropoleos 5
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2496;calea victoriei 48-50;1929;calea victoriei 48-50
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2497;bulevardul hristo botev 9;254;bulevardul botev hristo 9
