levenshtein_distance;lie_index;lie_add;lmi_index;lmi_add
1;501;bulevardul ferdinand i 51;778;bulevardul ferdinand i 31
1;502;strada fluviului 18;809;strada fluviului 10
1;503;strada frumoasa 17;821;strada frumoasa 16
5;504;intrarea frumoasa 6;821;strada frumoasa 16
1;505;strada icoanei 69;975;strada icoanei 60
3;506;strada gabroveni 6-8;527;strada gabroveni 
7;507;strada garii de nord 2-4;855;piata garii de nord 1
7;508;strada garii de nord 6-8;855;piata garii de nord 1
9;509;strada george enescu 5;85;strada armeneasca 35
9;510;strada george enescu 33;85;strada armeneasca 35
9;511;strada george enescu 7;1699;strada russo alecu 7
9;512;strada george enescu 9;856;strada georgescu mihail 9
10;513;strada georges clemenceau 4;856;strada georgescu mihail 9
12;514;bulevardul gheorghe i duca 17;1;bulevardul bratianu i c 1
11;515;bulevardul gheorghe i duca 8;394;bulevardul catargiu lascar 8
9;516;strada gheorghe lazar 4;317;strada burghelea 1
8;517;strada gheorghe lazar 5;319;strada burghelea 5
11;518;bulevardul gheorghe magheru 7;801;bulevardul magheru gheorghe 8
13;519;bulevardul gheorghe magheru 32-36;1153;bulevardul magheru gheorghe 12-14
12;520;bulevardul gheorghe magheru 2-4;1153;bulevardul magheru gheorghe 12-14
11;521;bulevardul gheorghe magheru 20;847;bulevardul magheru gheorghe 10
11;522;strada gheorghe mandrea 4;317;strada burghelea 1
9;523;strada gheorghe manu 18;317;strada burghelea 1
13;524;bulevardul gheorghe marinescu 19;875;bulevardul golescu dinicu 16
12;525;strada gheorghe petrascu 14a;321;strada burghelea 14
11;526;strada gheorghe polizu 30;318;strada burghelea 3
19;527;strada gheorghe pop de basesti 43-45;861;strada georgescu mihail 23
1;528;strada ionescu gion gh 2;1004;strada ionescu gion gh 1
10;529;soseaua giurgiului 72-86;886;soseaua iancului 3
9;530;soseaua giurgiului 120a;886;soseaua iancului 3
8;531;soseaua giurgiului 126;886;soseaua iancului 3
1;532;calea grivitei 236;896;calea grivitei 23
1;533;calea grivitei 395;904;calea grivitei 39
1;534;calea grivitei 139;894;calea grivitei 13
1;535;calea grivitei 174;923;calea grivitei 74
2;536;calea grivitei 188;893;calea grivitei 11
8;537;strada henri coanda 33;848;strada frumoasa 33
16;538;strada henri mathias berthelot 27;1381;strada pangratti ermil 2a
17;539;strada henri mathias berthelot 36;280;strada bratianu gheorghe 26
8;540;bulevardul i c bratianu 12;289;bulevardul bratianu i c 2
7;541;strada iacob felix 11;970;strada icoanei 12
2;542;strada icoanei 25;2;strada icoanei 3-5
13;543;strada ienachita vacarescu 34;610;strada davila carol 4
2;544;strada ilfov 1b;981;strada ilfov 3
0;545;splaiul independentei 2k;984;splaiul independentei 2k
5;546;intrarea ioanid 4;1340;intrarea noptii 1
7;547;strada ion berindei 8;1065;strada lebedei 8
8;548;strada ion brezoianu 11;294;strada brezoianu ion 1
9;549;strada ion brezoianu 29a;294;strada brezoianu ion 1
9;550;strada ion brezoianu 53a;294;strada brezoianu ion 1
9;551;strada ion brezoianu 53b;294;strada brezoianu ion 1
9;552;strada ion campineanu 1;127;strada avram iancu 1
9;553;strada ion campineanu 13;479;strada campineanu ion 2
9;554;strada ion campineanu 20a;479;strada campineanu ion 2
9;555;strada ion campineanu 25;479;strada campineanu ion 2
9;556;strada ion campineanu 31;479;strada campineanu ion 2
9;557;strada ion campineanu 31;479;strada campineanu ion 2
13;558;intrarea ion luca caragiale 8;58;intrarea alexe marin 8
9;559;bulevardul ion mihalache 325;1254;bulevardul mihalache ion 20
7;560;strada ion nistor 4;1096;strada lister 6
9;561;strada ion slatineanu 4;963;strada lizeanu 14
8;562;bulevardul iuliu maniu 57;937;bulevardul regina maria 54
13;563;strada jean louis calderon 40;226;strada blank louis 9a
13;564;strada jean louis calderon 76;226;strada blank louis 9a
15;565;strada joliot frederic curie 7;19;strada alecsandri vasile 7
15;566;strada joliot frederic curie 10;22;strada alecsandri vasile 10
8;567;strada joseph lister 1;1096;strada lister 6
9;568;strada jules michelet 19;325;strada burghelea 19
10;569;strada jules michelet 25;319;strada burghelea 5
12;570;bulevardul lascar catargiu 11a;379;bulevardul carol i 110
11;571;bulevardul lascar catargiu 1;1833;bulevardul sincai gheorghe 4
6;572;strada litovoi voievod 1;1213;strada matei voievod 31
0;573;strada coltei 48;524;strada coltei 48
2;574;strada luterana 5;1152;strada luterana 14
10;575;strada alexandru campeanu 13;23;strada alecsandri vasile 13
11;576;strada alexandru campeanu 29;21;strada alecsandri vasile 9
1;577;strada mantuleasa 16;1232;strada mantuleasa 10
5;578;bulevardul marasesti 100;1223;bulevardul marasti 61
9;579;strada maria rosetti 16;151;strada barierei 39
9;580;strada maria rosetti 26;151;strada barierei 39
8;581;strada maria rosetti 31;151;strada barierei 39
9;582;strada maria rosetti 43;151;strada barierei 39
9;583;strada maria rosetti 8;140;strada baia de fier 8
2;584;strada masina de paine 39;1194;strada masina de paine 47
2;585;strada masina de paine 6;1194;strada masina de paine 47
2;586;strada masina de paine 69;1194;strada masina de paine 47
2;587;strada masina de paine 8;1194;strada masina de paine 47
6;588;strada matei millo 12;1214;strada matei voievod 32
7;589;strada maxim gorki 1;333;strada caimatei 1
14;590;soseaua mihai bravu 107-119;1250;strada mihai voda 11
10;591;soseaua mihai bravu 90-96;1379;soseaua panduri 90-92
10;592;strada mihai eminescu 34;85;strada armeneasca 35
10;593;strada mihai eminescu 75a;1247;strada mihai voda 5
13;594;bulevardul mihail kogalniceanu 16;1253;bulevardul mihalache ion 10
14;595;bulevardul mihail kogalniceanu 37;540;bulevardul coposu corneliu 37
11;596;strada mircea vulcanescu 108;1271;strada mircea cel batran 16
11;597;strada mitropolit nifon 30;1262;strada minovici nicolae 3
1;598;aleea modrogan 14;1283;aleea modrogan 1
1;599;calea mosilor 59;1287;calea mosilor 19
2;600;calea mosilor 126a;1311;calea mosilor 122
2;601;calea mosilor 133;1287;calea mosilor 19
2;602;calea mosilor 145;1287;calea mosilor 19
1;603;calea mosilor 42;1292;calea mosilor 32
3;604;strada nera 2;81;strada ankara 2
14;605;bulevardul nicolae balcescu 35-35a;169;bulevardul balcescu nicolae 35-35a
13;606;bulevardul nicolae balcescu 21;261;bulevardul botev hristo 21
13;607;bulevardul nicolae balcescu 18;760;bulevardul eroii sanitari 18
9;608;strada nicolae golescu 20;1722;strada scarlatescu 20
9;609;strada nicolae iorga 17;500;strada coltei 1
10;610;strada nicolae tonitza 13;1251;strada mihai voda 13
11;611;strada niculae t sebe 11;144;strada balaban emil 11
7;612;aleea otesani 1-7;38;aleea alexandru 7
12;613;bulevardul pache protopopescu 34;1542;bulevardul protopopescu pache 4
12;614;bulevardul pache protopopescu 44;1542;bulevardul protopopescu pache 4
13;615;piata pache protopopescu 2;1552;piata protopopescu pache 3
13;616;piata pache protopopescu 15;1552;piata protopopescu pache 3
6;617;strada palade gheorghe 1;1167;strada manu gheorghe 7
1;618;strada paleologu 15;1337;strada paleologu 12
2;619;soseaua panduri 30;683;soseaua panduri 28
8;620;soseaua pantelimon 235;683;soseaua panduri 28
1;621;strada sfantul stefan 4;1758;strada sfantul stefan 
1;622;strada parfumului 28;1393;strada parfumului 18
1;623;strada paris 4;1399;strada paris 5
1;624;strada paris 40;1410;strada paris 40a
3;625;strada pasului 5;148;strada banului 3
6;626;strada patriotilor 3a;1417;strada patriei 3
8;627;strada piata amzei 7-9;6;strada academiei 3-5
3;628;piata garii filaret 2;853;piata gara filaret 1
6;629;strada pitar mos 19;1401;strada paris 13
12;630;aleea poiana muntelui 2;490;aleea circului 15
1;631;strada polona 42;1487;strada polona 2
1;632;strada polona 47;1488;strada polona 4
1;633;strada polona 75;1495;strada polona 15
9;634;strada pompiliu eliade 4;1517;strada popa soare 4
4;635;strada popa nan 19;1498;strada polona 19
4;636;strada popa nan 76;1510;strada polona 76
5;637;strada popa petre 37;1516;strada popa soare 2
5;638;strada popa tatu 76;1514;strada popa rusu 24
5;639;strada popa tatu 78;1514;strada popa rusu 24
6;640;strada postavarul 6;1529;strada postei 6
4;641;strada poteras 35;1135;strada londra 35
2;642;strada povernei 6-8;1533;strada povernei 1-3
6;643;aleea pravat 2;1284;aleea modrogan 2
7;644;strada prisaca dornei 6;1978;strada vraca george 6
16;645;intrarea procopie dumitrescu 3;55;intrarea alexe marin 2
0;646;bulevardul regina elisabeta 5;725;bulevardul regina elisabeta 5
0;647;bulevardul regina elisabeta 25;728;bulevardul regina elisabeta 25
1;648;bulevardul regina elisabeta 16;729;bulevardul regina elisabeta 26
2;649;bulevardul regina maria 33-35;1177;bulevardul regina maria 36-38
8;650;intrarea rigas 29b;224;intrarea bitolia 5
1;651;strada roma 8;1633;strada roma 7
1;652;strada romulus 64;1662;strada romulus 4
4;653;strada schitu darvari 14a;1725;strada schitul darvari 3
1;654;bulevardul schitu magureanu 17;1726;bulevardul schitu magureanu 19
2;655;bulevardul schitu magureanu 25;1726;bulevardul schitu magureanu 19
1;656;bulevardul schitu magureanu 39;1726;bulevardul schitu magureanu 19
4;657;strada selari 13;1356;strada olari 6
1;658;calea serban voda 31;1826;calea serban voda 33
2;659;calea serban voda 105;1828;calea serban voda 123
1;660;calea serban voda 124;1828;calea serban voda 123
5;661;strada sfanta maria 51;1743;strada sfanta treime 51
8;662;strada sfantul constantin 24;1702;strada sandu aldea constantin 14
1;663;strada sfantul elefterie 14;1751;strada sfantul elefterie 1
1;664;strada sfantul elefterie 16;1751;strada sfantul elefterie 1
1;665;strada sfintii apostoli 40;1763;strada sfintii apostoli 60
8;666;strada sfintii voievozi 29;1759;strada sfintii apostoli 1
8;667;strada sfintii voievozi 55;1217;strada matei voievod 35
3;668;strada silfidelor 4;1771;strada silfidelor 3-7
7;669;strada spataru preda 5;693;strada patrascu voda 5
7;670;strada spataru preda 5;693;strada patrascu voda 5
7;671;strada spataru preda 5;693;strada patrascu voda 5
16;672;strada spatarul nicolae milescu 6;1009;strada iorga nicolae 1
1;673;strada spatarului 1a;1800;strada spatarului 19
5;674;strada sperantei 13;1802;strada sperantei 42-46
3;675;strada sperantei 26;1802;strada sperantei 42-46
7;676;intrarea stafetei 2a;1341;intrarea noptii 2
12;677;soseaua stefan cel mare 5;886;soseaua iancului 3
13;678;soseaua stefan cel mare 18;683;soseaua panduri 28
13;679;soseaua stefan cel mare 20;683;soseaua panduri 28
13;680;soseaua stefan cel mare 27;683;soseaua panduri 28
13;681;soseaua stefan cel mare 42;886;soseaua iancului 3
11;682;strada stefan mihaileanu 7;1748;strada sfanta vineri 7
12;683;strada stefan mihaileanu 11a;1813;strada stelea spatarul 10a
12;684;strada stefan protopopescu 1;14;strada stavropoleos 3
1;685;strada stelea spataru 12;1815;strada stelea spatarul 12
2;686;strada stirbei voda 23;1839;strada stirbei voda 35
1;687;strada stirbei voda 122;1842;strada stirbei voda 152
2;688;strada stirbei voda 129;1840;strada stirbei voda 39
6;689;strada straduintei 6;565;strada credintei 2a
10;690;strada drumul taberei 20;337;strada caimatei 20
5;691;strada tache gheorghe 13;1169;strada manu gheorghe 12
9;692;strada tache ionescu 8;127;strada avram iancu 1
8;693;strada targu neamt 2;81;strada ankara 2
6;694;strada teleajen 42;201;strada berzei 42
6;695;strada teleajen 72;979;strada icoanei 72
12;696;strada teodosie rudeanu 70;94;strada atelierului 20
1;697;strada toamnei 8;1846;strada toamnei 83
2;698;strada toamnei 121;640;strada doamnei 12
2;699;strada toamnei 125;640;strada doamnei 12
4;700;strada toamnei 56-58;638;strada doamnei 6-10
7;701;strada trei scaune 15;0;strada lipscani 16
8;702;strada tudor arghezi 23;648;strada doamnei 23
9;703;strada tudor arghezi 32;636;strada doamnei 3
11;704;strada valeriu braniste 23;1145;strada lupu dionisie 37
11;705;strada valeriu braniste 60a;1148;strada lupu dionisie 68
8;706;strada vasile conta 14;610;strada davila carol 4
9;707;strada vasile conta 3-5;2;strada icoanei 3-5
10;708;strada vasile conta 7-9;610;strada davila carol 4
8;709;strada vasile lascar 8;612;strada davila carol 8
7;710;strada vasile lascar 10;84;strada armeneasca 10
10;711;strada vasile lascar 23-25;85;strada armeneasca 35
9;712;strada vasile lascar 46;84;strada armeneasca 10
8;713;strada vasile lascar 100;84;strada armeneasca 10
9;714;strada vasile lascar 111;84;strada armeneasca 10
8;715;strada vasile lucaciu 4;610;strada davila carol 4
11;716;strada vasile lucaciu 101;15;strada carada eugeniu 1-3
8;717;strada victor babes 7;973;strada icoanei 57
1;718;calea victoriei 1-5;1935;calea victoriei 115
2;719;calea victoriei 2-4;1376;calea victoriei 23
2;720;calea victoriei 22-24;1927;calea victoriei 42-44
1;721;calea victoriei 25;1376;calea victoriei 23
4;722;calea victoriei 103-105;1933;calea victoriei 110
2;723;calea victoriei 128b;1919;calea victoriei 12
1;724;calea victoriei 136;1921;calea victoriei 13
1;725;calea victoriei 143;1921;calea victoriei 13
1;726;calea victoriei 214;1922;calea victoriei 14
8;727;soseaua viilor 95;683;soseaua panduri 28
5;728;strada viisoarei 2;334;strada caimatei 2
3;729;strada viitorului 107;1951;strada viitorului 94
2;730;strada visarion 3;1953;strada visarion 14
2;731;strada vulturilor 48;2013;strada vulturilor 3
1;732;strada washington 2;2014;strada washington 9
1;733;strada washington 4;2014;strada washington 9
2;734;strada academiei 1a;7;strada academiei 22
7;735;strada ady endre 7;99;strada atena 3
7;736;strada agricultori 74;1329;strada negustori 7
12;737;bulevardul alexandru obregia 2;1175;bulevardul regina maria 32
4;738;strada armoniei 1;360;strada cameliei 1
7;739;strada aura buzescu 1;127;strada avram iancu 1
8;740;strada aurel vlaicu 68;127;strada avram iancu 1
1;741;bulevardul aviatorilor 65;112;bulevardul aviatorilor 5
3;742;strada baladei 3;160;strada bacani 3
4;743;strada balcesti 9;275;strada bradesti 3
1;744;bulevardul banul manta 7;147;bulevardul banul manta 9
12;745;aleea barajul sadului 3-5;46;aleea alexandru 35
4;746;strada brasov 19;1563;strada rabat 19
7;747;strada c a rosetti 34;366;strada cameliei 34
11;748;strada caderea bastiliei 19a;1430;strada parvan vasile 12
1;749;calea calarasilor 41;310;calea calarasilor 61
4;750;strada calusei 11;172;strada baniei 11
2;751;strada clopotarii vechi 18;493;strada clopotarii vechi 4
10;752;strada constantin coanda 5;568;strada cristian radu 5
12;753;strada constantin radulescu motru 8;534;strada constaninescu mitrita 1
4;754;strada crisana 7;1845;strada tirana 1
1;755;bulevardul dacia 51;578;bulevardul dacia 56
1;756;bulevardul dacia 88;579;bulevardul dacia 58
2;757;bulevardul dacia 178;354;bulevardul dacia 101
1;758;calea dorobantilor 47;667;calea dorobantilor 49
1;759;calea dorobantilor 71;669;calea dorobantilor 72
13;760;intrarea dumitrescu procopie 4;606;intrarea dascalu nicolae 4
7;761;strada elena cuza 29;281;strada franceza 9
11;762;strada emanoil bacaloglu 2;610;strada davila carol 4
9;763;strada emil racovita 6;755;strada episcopiei 1
1;764;bulevardul ferdinand i 12;776;bulevardul ferdinand i 13
2;765;bulevardul ferdinand i 12a;776;bulevardul ferdinand i 13
1;766;bulevardul ferdinand i 135;776;bulevardul ferdinand i 13
1;767;strada gabroveni 2;527;strada gabroveni 
7;768;strada garii de nord 6-8;855;piata garii de nord 1
11;769;bulevardul gheorghe magheru 43;1154;bulevardul magheru gheorghe 33
13;770;bulevardul gheorghe magheru 32-36;1153;bulevardul magheru gheorghe 12-14
7;771;calea giulesti 46-48;673;calea dudesti 98
10;772;strada grigore alexandrescu 100;1651;strada romano alexandru 10
11;773;strada grigore cobalcescu 49;882;strada grigorescu eremia 3
10;774;strada grigore cobalcescu 9;882;strada grigorescu eremia 3
3;775;calea grivitei 184b;884;calea grivitei 41
1;776;calea grivitei 240;905;calea grivitei 40
7;777;strada iacob felix 7;506;strada coltei 7
9;778;strada iancu capitanu 19;1234;strada mantuleasa 19
9;779;strada ieremia grigorescu 24;996;strada ionescu grigore 28
2;780;strada ilfov 1a;981;strada ilfov 3
1;781;splaiul independentei 58;987;splaiul independentei 5
8;782;strada ion brezoianu 3-5;295;strada brezoianu ion 5
9;783;strada ion brezoianu 18;294;strada brezoianu ion 1
9;784;strada ion campineanu 1;127;strada avram iancu 1
9;785;bulevardul ion mihalache 71;1253;bulevardul mihalache ion 10
12;786;strada jules michelet 15-17;322;strada burghelea 15
11;787;bulevardul lascar catargiu 14;1833;bulevardul sincai gheorghe 4
11;788;bulevardul lascar catargiu 16;1173;bulevardul regina maria 16
3;789;strada leonida 33;1133;strada londra 33
3;790;strada leonida 16;11;strada londra 16
6;791;intrarea licurici 5;224;intrarea bitolia 5
1;792;strada lipscani 14;0;strada lipscani 16
9;793;strada mahatma gandhi 7;1248;strada mihai voda 7
1;794;strada mantuleasa 12;1232;strada mantuleasa 10
1;795;strada mantuleasa 5;1240;strada mantuleasa 25
2;796;strada mantuleasa 8;1232;strada mantuleasa 10
4;797;bulevardul marasesti 42;1223;bulevardul marasti 61
5;798;strada matei voievod 125-133;1216;strada matei voievod 33
12;799;soseaua mihai bravu 75-83;1378;soseaua panduri 71-75
9;800;strada mihai eminescu 89;1249;strada mihai voda 9
13;801;bulevardul mihail kogalniceanu 24;1254;bulevardul mihalache ion 20
13;802;bulevardul mihail kogalniceanu 26;1254;bulevardul mihalache ion 20
12;803;strada mircea vulcanescu 87b;1271;strada mircea cel batran 16
10;804;strada mitropolit nifon 1;1260;strada minovici nicolae 1
6;805;intrarea moneasa 5;224;intrarea bitolia 5
2;806;strada occidentului 45;1354;strada occidentului 11
2;807;strada occidentului 32;1354;strada occidentului 11
2;808;strada olimpului 43;1359;strada olimpului 17
7;809;soseaua oltenitei 83;499;soseaua colentina 
9;810;strada pamfil nastase 19;655;strada domnita anastasia 1
8;811;soseaua pantelimon 247;683;soseaua panduri 28
7;812;soseaua pantelimon 287;683;soseaua panduri 28
19;813;soseaua pavel dimitrievici kiseleff 22;1037;soseaua kiseleff pavel dimitrievici 2
2;814;calea plevnei 5-7;1456;calea plevnei 54
5;815;strada popa nan 137a;1513;strada popa nan 47bis
4;816;strada popa petre 14;1517;strada popa soare 4
1;817;bulevardul regina elisabeta 55;725;bulevardul regina elisabeta 5
1;818;bulevardul regina elisabeta 57;725;bulevardul regina elisabeta 5
1;819;bulevardul regina elisabeta 59;725;bulevardul regina elisabeta 5
1;820;bulevardul regina elisabeta 63;723;bulevardul regina elisabeta 3
0;821;bulevardul regina elisabeta 4-14;724;bulevardul regina elisabeta 4-14
1;822;strada romulus 28;1632;strada romulus 18
2;823;bulevardul banul manta 30;147;bulevardul banul manta 9
11;824;piata sfintii voievozi 2;1759;strada sfintii apostoli 1
2;825;strada silvestru 73;880;strada silvestru 38
7;826;strada spataru preda 5;693;strada patrascu voda 5
3;827;strada sperantei 46;1802;strada sperantei 42-46
9;828;strada spiru haret 7a;185;strada berechet 10a
12;829;strada stefan mihaileanu 40;663;strada donici alexandru 40
8;830;strada stelian mihale 3;1017;strada italiana 3
1;831;strada stirbei voda 92;1841;strada stirbei voda 97
10;832;strada thomas masaryk 9;1196;strada matei basarab 29
4;833;strada tincani 10;0;strada lipscani 16
4;834;strada traian 77-79;1857;strada traian 75
9;835;strada transilvaniei 44;363;strada cameliei 14
8;836;strada vasile lascar 33;85;strada armeneasca 35
6;837;soseaua vergului 67;886;soseaua iancului 3
1;838;calea victoriei 12a;1919;calea victoriei 12
4;839;strada visinilor 3;1954;strada vistierilor 5
1;840;strada vulturilor 38;2013;strada vulturilor 3
4;841;strada zborului 1;148;strada banului 3
8;842;strada aurel vlaicu 148;127;strada avram iancu 1
3;843;soseaua colentina 23b;499;soseaua colentina 
16;844;strada constantin daniel rosenthal 30;535;strada constaninescu mitrita 3
2;845;strada gabroveni 16;527;strada gabroveni 
2;846;splaiul independentei 319l;993;splaiul independentei 195
9;847;bulevardul ion mihalache 315;1253;bulevardul mihalache ion 10
2;848;splaiul unirii 76;1899;splaiul unirii 173
12;849;strada valeriu braniste 54-56;1146;strada lupu dionisie 46
9;850;strada alexandru balasanu 9;21;strada alecsandri vasile 9
12;851;bulevardul alexandru obregia 33;1175;bulevardul regina maria 32
9;852;strada alexandru radovici 10;22;strada alecsandri vasile 10
4;853;strada aliorului 7;1359;strada olimpului 17
11;854;soseaua andronache 105;562;soseaua cotroceni 32
5;855;strada apolodor 3;1487;strada polona 2
9;856;strada arinii dornei 4;87;strada armindenului 4
8;857;strada aurel vlaicu 166;127;strada avram iancu 1
6;858;strada avalansei 13;152;strada batistei 13
7;859;strada baba novac 21;176;strada baniei 21
4;860;strada baladei 5;160;strada bacani 3
4;861;strada banat 2bis;98;strada atena 2bis
2;862;bulevardul banul manta 28;147;bulevardul banul manta 9
2;863;bulevardul banul manta 30;147;bulevardul banul manta 9
16;864;strada barbu stefanescu delavrancea 2c;1835;strada stefanescu teodor 2
10;865;strada barbu vacarescu 44;1723;strada scarlatescu 48
3;866;strada calusei 48;524;strada coltei 48
1;867;bulevardul carol i 23;381;bulevardul carol i 25
1;868;soseaua colentina 1;499;soseaua colentina 
2;869;soseaua colentina 81;499;soseaua colentina 
2;870;soseaua colentina 95;499;soseaua colentina 
0;871;strada coltei 6;505;strada coltei 6
0;872;strada coltei 24;514;strada coltei 24
4;873;strada corbeni 14;500;strada coltei 1
5;874;strada cuza voda 96;1249;strada mihai voda 9
1;875;bulevardul dacia 98;579;bulevardul dacia 58
1;876;bulevardul dacia 125;487;bulevardul dacia 105
12;877;strada dealul tugulea 2-12;89;strada atelierului 12
11;878;bulevardul dimitrie cantemir 8;758;bulevardul eroii sanitari 8
12;879;bulevardul dimitrie cantemir 25;870;bulevardul ghica tei 125
9;880;strada dimitrie gusti 3;1417;strada patriei 3
13;881;aleea dragos mladinovici 2-4;616;aleea dealul mitropoliei 21
12;882;aleea dragos mladinovici 5;613;aleea dealul mitropoliei 7
11;883;aleea dragos mladinovici 7;613;aleea dealul mitropoliei 7
1;884;strada dumbrava rosie 19;703;strada dumbrava rosie 1
13;885;intrarea dumitrescu procopie 6;608;intrarea dascalu nicolae 6
7;886;strada elena cuza 1;230;strada blanari 1
6;887;strada elena cuza 16;828;strada franceza 16
11;888;strada emanoil ionescu 21-23;1159;strada maica domnului 21-23
11;889;strada emanoil ionescu 35-37;1259;strada mincu ion 5-7
1;890;strada episcopul radu 19;756;strada episcopul radu 29
1;891;strada frumoasa 14;821;strada frumoasa 16
2;892;strada gabroveni 14;527;strada gabroveni 
2;893;strada gabroveni 27;527;strada gabroveni 
2;894;strada gabroveni 29;527;strada gabroveni 
9;895;strada george murgoci 1;796;strada florescu ion 1
9;896;strada george murgoci 5;856;strada georgescu mihail 9
9;897;strada george murgoci 7;856;strada georgescu mihail 9
6;898;strada ghirlandei 5;626;strada dianei 9
5;899;strada ghirlandei 9;626;strada dianei 9
6;900;strada ghirlandei 9a;626;strada dianei 9
10;901;strada grigore cobalcescu 34;882;strada grigorescu eremia 3
10;902;strada grigore cobalcescu 46;887;strada grigorescu eremia 16
1;903;calea grivitei 234;896;calea grivitei 23
1;904;strada haga 10;943;strada haga 1
12;905;strada haralambie botescu 15;1722;strada scarlatescu 20
5;906;strada horatiu 5;504;strada coltei 5
5;907;strada hrisovului 5;1588;strada ritmului 1
8;908;bulevardul i c bratianu 22;289;bulevardul bratianu i c 2
9;909;bulevardul i c bratianu 44bis;1;bulevardul bratianu i c 1
1;910;strada icoanei 8;974;strada icoanei 58
17;911;strada ilici piotr ceaikovski 7;493;strada clopotarii vechi 4
2;912;splaiul independentei 56b;987;splaiul independentei 5
12;913;strada ioan budai deleanu 7;649;strada dobrescu i demetru 1
0;914;strada bacani 4;161;strada bacani 4
9;915;bulevardul ion mihalache 40;1253;bulevardul mihalache ion 10
5;916;intrarea italiana 2;224;intrarea bitolia 5
5;917;bulevardul lacul tei 77;869;bulevardul ghica tei 77
3;918;strada latina 11;103;strada atena 12
8;919;strada liviu rebreanu 37;1113;strada lizeanu 37
3;920;strada logofatul luca stroici 5;1117;strada logofatul luca stroici 33a
9;921;strada louis pasteur 43;1082;strada lipscani 43
9;922;strada maria rosetti 61;151;strada barierei 39
1;923;strada masina de paine 37;1194;strada masina de paine 47
10;924;soseaua mihai bravu 125;1252;strada mihai voda 15
12;925;intrarea mihai eminescu 3;1342;intrarea noptii 3
10;926;strada mihai eminescu 8a;1247;strada mihai voda 5
9;927;strada mihai eminescu 183;1251;strada mihai voda 13
15;928;piata mihail kogalniceanu 7;1248;strada mihai voda 7
10;929;strada mircea vulcanescu 96;1271;strada mircea cel batran 16
11;930;strada mircea vulcanescu 107;1271;strada mircea cel batran 16
19;931;strada mitropolit antim ivireanu 4bis;346;strada calomfirescu radu 4bis
12;932;strada mitropolit nifon 12a;296;strada brezoianu ion 12
9;933;strada nicolae racota 8;612;strada davila carol 8
13;934;soseaua nicolae titulescu 48;304;soseaua bucuresti ploiesti 40
13;935;soseaua nicolae titulescu 80;304;soseaua bucuresti ploiesti 40
10;936;strada nicolae velescu 3;1245;strada michelet jules 8
10;937;strada nifon balasescu 14;1701;strada russo alecu 11
6;938;strada nitu vasile 42;1777;strada sion vasile 2-4
1;939;strada occidentului 21;1354;strada occidentului 11
7;940;strada ostasilor 23a;654;strada docentilor 20
12;941;bulevardul pache protopopescu 57;1545;bulevardul protopopescu pache 7
9;942;aleea pantelimon 7;38;aleea alexandru 7
1;943;calea plevnei 131a;1464;calea plevnei 131
1;944;strada polona 40;1488;strada polona 4
5;945;strada popa tatu 13;1514;strada popa rusu 24
5;946;strada popa tatu 18;1514;strada popa rusu 24
5;947;strada popa tatu 33;1514;strada popa rusu 24
5;948;strada popa tatu 80;1514;strada popa rusu 24
5;949;strada popa tatu 85;1514;strada popa rusu 24
6;950;strada postavarul 22;1801;strada spatarului 22
9;951;strada precupetii vechi 54;406;strada cavafii vechi 11
2;952;strada principatele unite 45;1538;strada principatele unite 63
3;953;strada principatele unite 47c;1538;strada principatele unite 63
4;954;strada principatele unite 56-58;1538;strada principatele unite 63
1;955;strada principatele unite 61;1538;strada principatele unite 63
2;956;calea rahovei 46;1575;calea rahovei 163
2;957;calea rahovei 50;1582;calea rahovei 200
5;958;calea rahovei 332-336;1583;calea rahovei 216
4;959;strada rasnov 3;981;strada ilfov 3
8;960;aleea raul sadului 6;37;aleea alexandru 6
2;961;bulevardul regina maria 21;937;bulevardul regina maria 54
3;962;bulevardul regina maria 75-79;1182;bulevardul regina maria 68-70
4;963;strada resita 1;1559;strada rabat 1
4;964;strada ripiceni 6;0;strada lipscani 16
4;965;strada ripiceni 6;0;strada lipscani 16
4;966;strada ripiceni 6;0;strada lipscani 16
1;967;strada roma 21;1636;strada roma 20
1;968;bulevardul schitu magureanu 49;1726;bulevardul schitu magureanu 19
7;969;aleea secuilor 2;1288;calea mosilor 21
7;970;strada sfantul spiridon 4;1758;strada sfantul stefan 
8;971;aleea sinaia 18;490;aleea circului 15
1;972;strada spatarului 9;1799;strada spatarului 3
5;973;strada spineni 10;486;strada chile 10
1;974;strada stirbei voda 96;1841;strada stirbei voda 97
5;975;strada straduintei 2;565;strada credintei 2a
5;976;strada tache gheorghe 13;1169;strada manu gheorghe 12
10;977;intrarea teiul doamnei 1;542;strada doamnei 1
7;978;strada teiul doamnei 108;644;strada doamnei 18
6;979;strada termopile 2;718;strada eforiei 2
10;980;strada thomas masaryk 6;1200;strada matei basarab 46
8;981;bulevardul timisoara 19;577;bulevardul dacia 12
3;982;strada tohani 1;1845;strada tirana 1
9;983;strada turnu magurele 11;1967;strada vlaicu aurel 16
9;984;strada turnu magurele 15;322;strada burghelea 15
10;985;strada turnu magurele 23;318;strada burghelea 3
8;986;strada vasile lascar 11;84;strada armeneasca 10
8;987;strada vasile lascar 20;84;strada armeneasca 10
8;988;strada vasile lascar 55;85;strada armeneasca 35
5;989;strada veteranilor 5;1954;strada vistierilor 5
